sender_account,receiver_account,transaction_count,total_amount,average_amount
ACC100568,ACC100836,1,450.87,450.87
ACC100568,ACC100885,1,113.33,113.33
ACC100568,ACC100887,1,664.61,664.61
ACC100568,ACC100962,1,4308.63,4308.63
ACC100569,ACC100218,1,875.09,875.09
ACC100569,ACC100266,1,2407.32,2407.32
ACC100569,ACC100319,1,3016.34,3016.34
ACC100569,ACC100357,1,421.6,421.6
ACC100569,ACC100415,1,5511.74,5511.74
ACC100569,ACC100464,1,1397.86,1397.86
ACC100569,ACC100474,1,315.54,315.54
ACC100569,ACC100529,1,6177.7,6177.7
ACC100569,ACC100558,1,9561.06,9561.06
ACC100569,ACC100576,1,668.76,668.76
ACC100569,ACC100766,1,2561.94,2561.94
ACC100569,ACC100788,1,765.27,765.27
ACC100569,ACC100916,1,633.69,633.69
ACC100569,ACC100939,1,532.0,532.0
ACC100570,ACC100048,1,401.3,401.3
ACC100570,ACC100202,1,7467.91,7467.91
ACC100570,ACC100446,1,812.58,812.58
ACC100570,ACC100586,1,192.3,192.3
ACC100570,ACC100604,1,915.47,915.47
ACC100570,ACC100925,1,7414.11,7414.11
ACC100570,ACC100948,1,609.46,609.46
ACC100570,ACC100954,1,2509.49,2509.49
ACC100570,ACC100992,1,5974.58,5974.58
ACC100571,ACC100072,1,2366.3,2366.3
ACC100571,ACC100267,1,2409.48,2409.48
ACC100571,ACC100331,1,2555.19,2555.19
ACC100571,ACC100447,1,589.88,589.88
ACC100571,ACC100484,1,451.39,451.39
ACC100571,ACC100485,1,566.18,566.18
ACC100571,ACC100541,1,79.84,79.84
ACC100571,ACC100568,1,745.17,745.17
ACC100571,ACC100665,1,8731.0,8731.0
ACC100571,ACC100710,1,610.99,610.99
ACC100571,ACC100761,1,994.04,994.04
ACC100571,ACC100901,1,4452.12,4452.12
ACC100571,ACC100921,1,688.69,688.69
ACC100572,ACC100377,1,119.88,119.88
ACC100572,ACC100587,1,1520.91,1520.91
ACC100572,ACC100672,1,1317.47,1317.47
ACC100572,ACC100757,1,606.36,606.36
ACC100572,ACC100935,1,344.63,344.63
ACC100573,ACC100035,1,3601.66,3601.66
ACC100573,ACC100104,1,7499.0,7499.0
ACC100573,ACC100452,1,1642.7,1642.7
ACC100573,ACC100459,1,249.75,249.75
ACC100573,ACC100517,1,620.79,620.79
ACC100573,ACC100667,1,1269.65,1269.65
ACC100573,ACC100670,1,575.2,575.2
ACC100573,ACC100775,1,2594.77,2594.77
ACC100573,ACC100785,1,312.59,312.59
ACC100573,ACC100884,1,14269.09,14269.09
ACC100574,ACC100060,1,1717.04,1717.04
ACC100574,ACC100228,1,6728.0,6728.0
ACC100574,ACC100284,1,2413.97,2413.97
ACC100574,ACC100353,1,2677.54,2677.54
ACC100574,ACC100493,1,5484.71,5484.71
ACC100574,ACC100554,1,3763.98,3763.98
ACC100574,ACC100594,1,14159.26,14159.26
ACC100574,ACC100726,1,1575.04,1575.04
ACC100574,ACC100833,1,2327.96,2327.96
ACC100574,ACC100843,1,111.56,111.56
ACC100574,ACC100855,1,3788.1,3788.1
ACC100574,ACC100930,1,232.93,232.93
ACC100574,ACC100990,1,58843.73,58843.73
ACC100575,ACC100149,1,460.89,460.89
ACC100575,ACC100211,1,86.21,86.21
ACC100575,ACC100222,1,1787.66,1787.66
ACC100575,ACC100223,1,3992.0,3992.0
ACC100575,ACC100229,1,302.43,302.43
ACC100575,ACC100248,1,2082.03,2082.03
ACC100575,ACC100262,1,3483.2,3483.2
ACC100575,ACC100408,1,810.04,810.04
ACC100575,ACC100511,1,12282.79,12282.79
ACC100575,ACC100616,1,6485.0,6485.0
ACC100575,ACC100641,1,6680.73,6680.73
ACC100575,ACC100674,1,1440.83,1440.83
ACC100575,ACC100759,1,1277.46,1277.46
ACC100575,ACC100767,1,418.48,418.48
ACC100575,ACC100813,1,2206.78,2206.78
ACC100575,ACC100922,1,2712.45,2712.45
ACC100575,ACC100947,1,12091.17,12091.17
ACC100576,ACC100071,1,655.49,655.49
ACC100576,ACC100312,1,401.98,401.98
ACC100576,ACC100495,1,2764.21,2764.21
ACC100576,ACC100588,1,3037.57,3037.57
ACC100576,ACC100702,1,969.78,969.78
ACC100576,ACC100727,1,1264.06,1264.06
ACC100576,ACC100798,1,714.91,714.91
ACC100576,ACC100814,1,3059.61,3059.61
ACC100576,ACC100833,1,430.18,430.18
ACC100576,ACC100880,1,382.84,382.84
ACC100577,ACC100066,1,108.35,108.35
ACC100577,ACC100199,1,11771.64,11771.64
ACC100577,ACC100250,1,14526.0,14526.0
ACC100577,ACC100280,1,1113.52,1113.52
ACC100577,ACC100333,1,1491.35,1491.35
ACC100577,ACC100365,1,719.18,719.18
ACC100577,ACC100416,1,623.16,623.16
ACC100577,ACC100454,1,341.07,341.07
ACC100577,ACC100761,1,2156.29,2156.29
ACC100577,ACC100853,1,354.04,354.04
ACC100577,ACC100936,1,3208.11,3208.11
ACC100577,ACC100954,1,1308.7,1308.7
ACC100578,ACC100112,1,1070.4,1070.4
ACC100578,ACC100441,1,267.32,267.32
ACC100578,ACC100445,1,377.6,377.6
ACC100578,ACC100459,1,2047.15,2047.15
ACC100578,ACC100526,1,1184.89,1184.89
ACC100578,ACC100636,1,4590.05,4590.05
ACC100578,ACC100667,1,3312.53,3312.53
ACC100578,ACC100884,1,297.31,297.31
ACC100578,ACC100914,1,2157.49,2157.49
ACC100578,ACC100917,1,234.44,234.44
ACC100579,ACC100042,1,679.46,679.46
ACC100579,ACC100238,1,5159.0,5159.0
ACC100579,ACC100494,1,1183.13,1183.13
ACC100579,ACC100533,1,1976.61,1976.61
ACC100579,ACC100548,1,7944.26,7944.26
ACC100579,ACC100580,1,1164.87,1164.87
ACC100579,ACC100628,1,6443.35,6443.35
ACC100579,ACC100768,1,789.32,789.32
ACC100579,ACC100892,1,1267.38,1267.38
ACC100579,ACC100978,1,1968.01,1968.01
ACC100579,ACC100984,1,2406.08,2406.08
ACC100580,ACC100027,1,6524.0,6524.0
ACC100580,ACC100030,1,12370.0,12370.0
ACC100580,ACC100046,1,2941.12,2941.12
ACC100580,ACC100055,1,522.32,522.32
ACC100580,ACC100070,1,752.12,752.12
ACC100580,ACC100642,1,9203.59,9203.59
ACC100580,ACC100652,1,4139.11,4139.11
ACC100580,ACC100928,1,501.13,501.13
ACC100580,ACC100949,1,4312.87,4312.87
ACC100581,ACC100114,1,11085.0,11085.0
ACC100581,ACC100251,1,414.05,414.05
ACC100581,ACC100340,1,3514.33,3514.33
ACC100581,ACC100349,1,457.5,457.5
ACC100581,ACC100403,1,3942.49,3942.49
ACC100581,ACC100494,1,2664.31,2664.31
ACC100581,ACC100511,1,4720.81,4720.81
ACC100581,ACC100559,1,3060.04,3060.04
ACC100581,ACC100605,1,1563.37,1563.37
ACC100581,ACC100656,1,905.93,905.93
ACC100581,ACC100856,1,6553.26,6553.26
ACC100582,ACC100039,1,925.19,925.19
ACC100582,ACC100235,1,1369.34,1369.34
ACC100582,ACC100512,1,2030.82,2030.82
ACC100582,ACC100584,1,452.87,452.87
ACC100582,ACC100676,1,8430.06,8430.06
ACC100582,ACC100690,1,199.58,199.58
ACC100582,ACC100706,1,616.91,616.91
ACC100582,ACC100712,1,1359.51,1359.51
ACC100582,ACC100851,1,478.21,478.21
ACC100582,ACC100881,1,8927.14,8927.14
ACC100582,ACC100948,1,1468.3,1468.3
ACC100583,ACC100069,1,4785.29,4785.29
ACC100583,ACC100112,1,484.36,484.36
ACC100583,ACC100170,1,1777.14,1777.14
ACC100583,ACC100253,1,10769.6,10769.6
ACC100583,ACC100402,1,86.98,86.98
ACC100583,ACC100408,1,1725.5,1725.5
ACC100583,ACC100578,1,1360.57,1360.57
ACC100583,ACC100691,1,3662.3,3662.3
ACC100583,ACC100737,1,4118.47,4118.47
ACC100583,ACC100779,1,1100.14,1100.14
ACC100583,ACC100907,1,1046.23,1046.23
ACC100583,ACC100963,1,2157.35,2157.35
ACC100583,ACC100985,1,471.73,471.73
ACC100584,ACC100082,1,470.6,470.6
ACC100584,ACC100239,1,576.39,576.39
ACC100584,ACC100363,1,4374.44,4374.44
ACC100584,ACC100405,1,529.73,529.73
ACC100584,ACC100438,1,2450.01,2450.01
ACC100584,ACC100450,1,9060.11,9060.11
ACC100584,ACC100475,1,581.37,581.37
ACC100584,ACC100682,1,3528.07,3528.07
ACC100584,ACC100758,1,1303.16,1303.16
ACC100584,ACC100965,1,692.99,692.99
ACC100584,ACC100996,1,634.08,634.08
ACC100585,ACC100134,1,716.55,716.55
ACC100585,ACC100199,1,1254.66,1254.66
ACC100585,ACC100223,1,1794.66,1794.66
ACC100585,ACC100324,1,2522.09,2522.09
ACC100585,ACC100341,1,729.67,729.67
ACC100585,ACC100348,1,7406.19,7406.19
ACC100585,ACC100353,1,275.17,275.17
ACC100585,ACC100646,1,270.69,270.69
ACC100585,ACC100734,1,7715.99,7715.99
ACC100585,ACC100745,1,321.53,321.53
ACC100585,ACC100914,1,1608.41,1608.41
ACC100585,ACC100994,2,2072.55,1036.275
ACC100586,ACC100333,1,1374.02,1374.02
ACC100586,ACC100366,1,923.85,923.85
ACC100586,ACC100559,1,1343.06,1343.06
ACC100586,ACC100610,1,765.34,765.34
ACC100586,ACC100692,1,1171.59,1171.59
ACC100586,ACC100754,1,2895.01,2895.01
ACC100587,ACC100003,1,5571.0,5571.0
ACC100587,ACC100110,1,125.87,125.87
ACC100587,ACC100204,1,681.99,681.99
ACC100587,ACC100484,1,558.96,558.96
ACC100587,ACC100801,1,3899.61,3899.61
ACC100587,ACC100804,1,348.63,348.63
ACC100587,ACC100859,1,577.65,577.65
ACC100587,ACC100884,1,1283.96,1283.96
ACC100587,ACC100929,1,3750.08,3750.08
ACC100587,ACC100963,1,179.25,179.25
ACC100588,ACC100119,1,210.79,210.79
ACC100588,ACC100224,1,1861.14,1861.14
ACC100588,ACC100272,1,3136.81,3136.81
ACC100588,ACC100341,1,4058.31,4058.31
ACC100588,ACC100452,1,5619.78,5619.78
ACC100588,ACC100474,1,1005.16,1005.16
ACC100588,ACC100599,1,371.25,371.25
ACC100588,ACC100664,1,2086.03,2086.03
ACC100588,ACC100743,1,739.87,739.87
ACC100588,ACC100829,1,1316.14,1316.14
ACC100589,ACC100040,1,1386.38,1386.38
ACC100589,ACC100209,1,1437.94,1437.94
ACC100589,ACC100247,1,1148.8,1148.8
ACC100589,ACC100272,1,387.72,387.72
ACC100589,ACC100427,1,207.96,207.96
ACC100589,ACC100515,1,387.44,387.44
ACC100589,ACC100529,1,661.09,661.09
ACC100589,ACC100665,1,23786.41,23786.41
ACC100589,ACC100692,1,3475.0,3475.0
ACC100589,ACC100743,1,589.28,589.28
ACC100589,ACC100813,1,18.8,18.8
ACC100589,ACC100842,1,457.94,457.94
ACC100589,ACC100916,1,219.64,219.64
ACC100590,ACC100086,1,319.4,319.4
ACC100590,ACC100200,1,986.05,986.05
ACC100590,ACC100217,1,1104.93,1104.93
ACC100590,ACC100251,1,2027.53,2027.53
ACC100590,ACC100267,1,3143.02,3143.02
ACC100590,ACC100323,1,2819.64,2819.64
ACC100590,ACC100475,1,2687.16,2687.16
ACC100590,ACC100483,1,6149.41,6149.41
ACC100590,ACC100890,1,1120.15,1120.15
ACC100590,ACC100998,1,2160.26,2160.26
ACC100591,ACC100229,1,2391.77,2391.77
ACC100591,ACC100251,1,687.0,687.0
ACC100591,ACC100472,1,751.98,751.98
ACC100591,ACC100510,1,307.58,307.58
ACC100591,ACC100689,1,586.7,586.7
ACC100591,ACC100812,1,1693.89,1693.89
ACC100591,ACC100882,1,1053.86,1053.86
ACC100591,ACC100894,1,54.48,54.48
ACC100591,ACC100941,1,1136.82,1136.82
ACC100591,ACC100987,1,4017.52,4017.52
ACC100592,ACC100018,1,953.29,953.29
ACC100592,ACC100372,1,687.15,687.15
ACC100592,ACC100557,1,1092.68,1092.68
ACC100592,ACC100698,1,2328.8,2328.8
ACC100592,ACC100814,1,218.6,218.6
ACC100593,ACC100244,1,1794.84,1794.84
ACC100593,ACC100360,1,3757.03,3757.03
ACC100593,ACC100393,1,547.89,547.89
ACC100593,ACC100556,1,3219.68,3219.68
ACC100593,ACC100644,1,1733.97,1733.97
ACC100593,ACC100678,1,2359.83,2359.83
ACC100593,ACC100753,1,141.29,141.29
ACC100593,ACC100754,1,9547.0,9547.0
ACC100593,ACC100882,1,2559.35,2559.35
ACC100593,ACC100884,1,1835.26,1835.26
ACC100594,ACC100081,1,1443.15,1443.15
ACC100594,ACC100183,1,730.24,730.24
ACC100594,ACC100411,1,2002.32,2002.32
ACC100594,ACC100430,1,1389.28,1389.28
ACC100594,ACC100552,1,2666.84,2666.84
ACC100594,ACC100618,1,2538.86,2538.86
ACC100594,ACC100724,1,905.78,905.78
ACC100594,ACC100767,1,1583.28,1583.28
ACC100594,ACC100811,1,440.64,440.64
ACC100594,ACC100817,1,134.29,134.29
ACC100595,ACC100120,1,1475.22,1475.22
ACC100595,ACC100194,1,643.67,643.67
ACC100595,ACC100303,1,13061.98,13061.98
ACC100595,ACC100317,1,571.94,571.94
ACC100595,ACC100410,1,1363.63,1363.63
ACC100595,ACC100492,1,1083.4,1083.4
ACC100595,ACC100911,1,1985.59,1985.59
ACC100595,ACC100940,1,531.91,531.91
ACC100595,ACC100944,1,769.89,769.89
ACC100596,ACC100152,1,1429.82,1429.82
ACC100596,ACC100379,1,378.95,378.95
ACC100596,ACC100421,1,978.41,978.41
ACC100596,ACC100582,1,10411.7,10411.7
ACC100596,ACC100646,2,1604.81,802.405
ACC100596,ACC100737,1,7580.53,7580.53
ACC100596,ACC100846,1,90.94,90.94
ACC100596,ACC100876,1,1344.88,1344.88
ACC100597,ACC100001,1,393.58,393.58
ACC100597,ACC100031,1,776.45,776.45
ACC100597,ACC100105,1,428.48,428.48
ACC100597,ACC100184,1,3831.6,3831.6
ACC100597,ACC100200,1,2131.85,2131.85
ACC100597,ACC100237,1,802.77,802.77
ACC100597,ACC100253,1,436.81,436.81
ACC100597,ACC100329,1,821.56,821.56
ACC100597,ACC100469,1,879.23,879.23
ACC100597,ACC100539,1,1730.96,1730.96
ACC100597,ACC100570,1,3203.35,3203.35
ACC100597,ACC100702,1,220.44,220.44
ACC100597,ACC100725,1,596.5,596.5
ACC100597,ACC100840,1,87.52,87.52
ACC100597,ACC100906,1,3655.02,3655.02
ACC100597,ACC100926,1,1389.63,1389.63
ACC100597,ACC100994,1,227.32,227.32
ACC100598,ACC100012,1,2250.88,2250.88
ACC100598,ACC100028,1,392.73,392.73
ACC100598,ACC100052,1,837.77,837.77
ACC100598,ACC100104,1,2506.41,2506.41
ACC100598,ACC100127,1,55.35,55.35
ACC100598,ACC100446,1,3170.68,3170.68
ACC100598,ACC100690,1,303.97,303.97
ACC100598,ACC100796,1,410.71,410.71
ACC100599,ACC100092,1,961.65,961.65
ACC100599,ACC100126,1,4641.01,4641.01
ACC100599,ACC100172,1,2672.0,2672.0
ACC100599,ACC100212,1,557.76,557.76
ACC100599,ACC100348,1,173.2,173.2
ACC100599,ACC100356,1,1140.24,1140.24
ACC100599,ACC100500,1,1993.25,1993.25
ACC100599,ACC100543,1,1541.19,1541.19
ACC100599,ACC100570,1,2290.43,2290.43
ACC100599,ACC100702,1,8807.33,8807.33
ACC100599,ACC100779,1,3508.09,3508.09
ACC100599,ACC100940,1,1428.61,1428.61
ACC100600,ACC100093,1,6598.57,6598.57
ACC100600,ACC100135,1,530.07,530.07
ACC100600,ACC100204,1,328.2,328.2
ACC100600,ACC100446,1,3373.4,3373.4
ACC100600,ACC100465,1,92.03,92.03
ACC100600,ACC100517,1,8553.0,8553.0
ACC100600,ACC100540,1,1080.85,1080.85
ACC100600,ACC100586,1,964.96,964.96
ACC100600,ACC100616,1,14813.0,14813.0
ACC100600,ACC100830,1,306.15,306.15
ACC100600,ACC100880,1,1884.73,1884.73
ACC100600,ACC100940,1,2427.45,2427.45
ACC100601,ACC100019,1,9529.6,9529.6
ACC100601,ACC100238,1,7941.0,7941.0
ACC100601,ACC100322,1,308.86,308.86
ACC100601,ACC100466,1,276.51,276.51
ACC100601,ACC100747,1,2238.2,2238.2
ACC100601,ACC100873,1,687.46,687.46
ACC100601,ACC100922,1,1057.71,1057.71
ACC100602,ACC100010,1,460.49,460.49
ACC100602,ACC100048,1,167.01,167.01
ACC100602,ACC100103,1,2497.78,2497.78
ACC100602,ACC100380,1,135.68,135.68
ACC100602,ACC100409,1,396.02,396.02
ACC100602,ACC100528,1,3322.97,3322.97
ACC100602,ACC100624,1,5138.94,5138.94
ACC100602,ACC100626,1,827.53,827.53
ACC100602,ACC100627,1,3780.9,3780.9
ACC100602,ACC100752,1,981.36,981.36
ACC100602,ACC100759,1,3993.0,3993.0
ACC100602,ACC100936,1,2400.18,2400.18
ACC100602,ACC100954,2,3234.58,1617.29
ACC100603,ACC100024,1,1251.86,1251.86
ACC100603,ACC100089,1,5037.0,5037.0
ACC100603,ACC100417,1,384.91,384.91
ACC100603,ACC100554,1,365.63,365.63
ACC100603,ACC100654,1,3711.0,3711.0
ACC100603,ACC100757,1,722.97,722.97
ACC100603,ACC100769,1,1362.74,1362.74
ACC100603,ACC100831,1,1745.23,1745.23
ACC100603,ACC100944,1,184.28,184.28
ACC100604,ACC100157,1,311.95,311.95
ACC100604,ACC100203,2,6714.2,3357.1
ACC100604,ACC100311,1,3559.39,3559.39
ACC100604,ACC100448,1,123825.13,123825.13
ACC100604,ACC100449,1,748.18,748.18
ACC100604,ACC100515,1,499.47,499.47
ACC100604,ACC100980,1,6582.49,6582.49
ACC100605,ACC100278,1,1294.85,1294.85
ACC100605,ACC100405,1,1321.39,1321.39
ACC100605,ACC100752,1,784.11,784.11
ACC100605,ACC100780,1,512.47,512.47
ACC100605,ACC100900,1,179.16,179.16
ACC100606,ACC100134,1,362.46,362.46
ACC100606,ACC100145,1,1022.25,1022.25
ACC100606,ACC100156,1,1610.46,1610.46
ACC100606,ACC100272,1,317.03,317.03
ACC100606,ACC100376,1,6139.14,6139.14
ACC100606,ACC100786,1,2795.6,2795.6
ACC100606,ACC100816,1,380.93,380.93
ACC100606,ACC100909,1,619.54,619.54
ACC100607,ACC100025,1,1426.51,1426.51
ACC100607,ACC100113,1,307.9,307.9
ACC100607,ACC100162,1,862.56,862.56
ACC100607,ACC100182,1,2421.43,2421.43
ACC100607,ACC100321,1,306.01,306.01
ACC100607,ACC100403,1,939.08,939.08
ACC100607,ACC100541,1,379.7,379.7
ACC100607,ACC100563,1,1732.39,1732.39
ACC100607,ACC100571,1,202.3,202.3
ACC100607,ACC100598,1,712.76,712.76
ACC100607,ACC100681,1,534.75,534.75
ACC100607,ACC100719,1,1942.48,1942.48
ACC100607,ACC100754,1,853.47,853.47
ACC100607,ACC100837,1,1840.31,1840.31
ACC100607,ACC100856,1,1065.67,1065.67
ACC100607,ACC100968,1,336.73,336.73
ACC100608,ACC100036,1,1318.34,1318.34
ACC100608,ACC100049,2,5824.16,2912.08
ACC100608,ACC100099,1,4902.38,4902.38
ACC100608,ACC100157,1,760.58,760.58
ACC100608,ACC100354,1,2118.45,2118.45
ACC100608,ACC100401,1,870.35,870.35
ACC100608,ACC100413,1,698.27,698.27
ACC100608,ACC100549,1,618.18,618.18
ACC100608,ACC100673,1,1016.43,1016.43
ACC100608,ACC100720,1,623.46,623.46
ACC100608,ACC100733,1,7059.0,7059.0
ACC100609,ACC100074,1,1339.91,1339.91
ACC100609,ACC100077,1,667.31,667.31
ACC100609,ACC100250,1,5253.38,5253.38
ACC100609,ACC100518,1,3250.38,3250.38
ACC100609,ACC100657,1,7204.43,7204.43
ACC100609,ACC100730,1,1075.26,1075.26
ACC100609,ACC100795,1,492.78,492.78
ACC100609,ACC100826,1,3727.59,3727.59
ACC100610,ACC100104,1,6841.0,6841.0
ACC100610,ACC100383,1,593.38,593.38
ACC100610,ACC100658,1,631.74,631.74
ACC100610,ACC100748,1,294.61,294.61
ACC100610,ACC100762,1,113.93,113.93
ACC100610,ACC100765,1,33.72,33.72
ACC100610,ACC100874,1,1254.23,1254.23
ACC100610,ACC100900,1,2257.66,2257.66
ACC100611,ACC100015,1,618.65,618.65
ACC100611,ACC100052,1,98.07,98.07
ACC100611,ACC100055,1,1415.36,1415.36
ACC100611,ACC100089,1,12988.0,12988.0
ACC100611,ACC100137,1,112.9,112.9
ACC100611,ACC100142,1,9311.0,9311.0
ACC100611,ACC100292,1,1175.36,1175.36
ACC100611,ACC100328,1,205.53,205.53
ACC100611,ACC100354,1,494.15,494.15
ACC100611,ACC100388,1,6698.75,6698.75
ACC100611,ACC100721,1,2801.41,2801.41
ACC100611,ACC100787,1,160.26,160.26
ACC100612,ACC100014,1,7669.55,7669.55
ACC100612,ACC100091,1,1194.63,1194.63
ACC100612,ACC100254,1,667.91,667.91
ACC100612,ACC100268,1,1689.63,1689.63
ACC100612,ACC100301,1,1534.76,1534.76
ACC100612,ACC100302,1,398.81,398.81
ACC100612,ACC100341,1,1789.43,1789.43
ACC100612,ACC100376,1,2045.62,2045.62
ACC100612,ACC100729,1,973.25,973.25
ACC100612,ACC100808,1,662.2,662.2
ACC100612,ACC100868,1,21279.44,21279.44
ACC100612,ACC100956,1,5563.58,5563.58
ACC100612,ACC100978,1,1291.6,1291.6
ACC100613,ACC100040,1,42.61,42.61
ACC100613,ACC100041,1,313.86,313.86
ACC100613,ACC100094,1,437.32,437.32
ACC100613,ACC100132,1,1100.34,1100.34
ACC100613,ACC100307,1,479.98,479.98
ACC100613,ACC100533,1,2277.69,2277.69
ACC100613,ACC100543,1,643.88,643.88
ACC100613,ACC100604,1,11502.0,11502.0
ACC100613,ACC100621,1,595.8,595.8
ACC100613,ACC100703,1,802.07,802.07
ACC100613,ACC100716,1,87.93,87.93
ACC100613,ACC100855,1,311.73,311.73
ACC100613,ACC100924,1,95.56,95.56
ACC100613,ACC100992,1,861.9,861.9
ACC100614,ACC100012,1,1226.12,1226.12
ACC100614,ACC100031,1,1709.58,1709.58
ACC100614,ACC100142,1,294.34,294.34
ACC100614,ACC100186,1,858.68,858.68
ACC100614,ACC100220,1,265.88,265.88
ACC100614,ACC100275,1,4122.16,4122.16
ACC100614,ACC100383,1,635.65,635.65
ACC100614,ACC100400,1,1915.55,1915.55
ACC100614,ACC100433,1,544.52,544.52
ACC100614,ACC100453,1,201.47,201.47
ACC100614,ACC100629,2,3818.34,1909.17
ACC100615,ACC100081,1,9342.3,9342.3
ACC100615,ACC100194,1,465.57,465.57
ACC100615,ACC100195,1,2039.26,2039.26
ACC100615,ACC100212,1,194.03,194.03
ACC100615,ACC100290,1,2732.38,2732.38
ACC100615,ACC100365,1,165.59,165.59
ACC100615,ACC100422,1,132.47,132.47
ACC100615,ACC100447,1,845.83,845.83
ACC100615,ACC100753,1,615.39,615.39
ACC100615,ACC100931,1,189.72,189.72
ACC100616,ACC100110,1,10128.19,10128.19
ACC100616,ACC100125,1,590.23,590.23
ACC100616,ACC100339,1,1154.57,1154.57
ACC100616,ACC100362,1,218.75,218.75
ACC100616,ACC100575,1,3181.16,3181.16
ACC100616,ACC100594,1,2178.43,2178.43
ACC100616,ACC100746,1,1456.38,1456.38
ACC100616,ACC100771,1,1118.07,1118.07
ACC100616,ACC100813,1,413.28,413.28
ACC100616,ACC100850,1,674.44,674.44
ACC100616,ACC100944,1,48557.67,48557.67
ACC100617,ACC100049,1,1810.04,1810.04
ACC100617,ACC100167,1,279.32,279.32
ACC100617,ACC100193,1,12.04,12.04
ACC100617,ACC100197,1,645.48,645.48
ACC100617,ACC100248,1,1790.95,1790.95
ACC100617,ACC100313,1,3636.95,3636.95
ACC100617,ACC100467,1,2330.42,2330.42
ACC100617,ACC100569,1,4018.59,4018.59
ACC100617,ACC100613,1,411.27,411.27
ACC100617,ACC100655,1,137.08,137.08
ACC100617,ACC100665,1,3618.0,3618.0
ACC100617,ACC100797,1,11962.15,11962.15
ACC100617,ACC100837,1,812.11,812.11
ACC100617,ACC100850,1,576.29,576.29
ACC100617,ACC100982,1,5342.1,5342.1
ACC100618,ACC100214,1,989.37,989.37
ACC100618,ACC100348,1,549.99,549.99
ACC100618,ACC100439,1,301.78,301.78
ACC100618,ACC100588,2,751.23,375.615
ACC100618,ACC100592,1,5029.97,5029.97
ACC100618,ACC100597,1,170.11,170.11
ACC100618,ACC100681,1,554.06,554.06
ACC100618,ACC100685,1,7747.98,7747.98
ACC100618,ACC100736,1,600.82,600.82
ACC100618,ACC100773,1,6014.03,6014.03
ACC100618,ACC100781,1,2262.54,2262.54
ACC100618,ACC100826,1,7760.49,7760.49
ACC100618,ACC100915,1,10564.17,10564.17
ACC100618,ACC100946,1,2115.29,2115.29
ACC100619,ACC100215,1,2521.88,2521.88
ACC100619,ACC100235,1,2141.68,2141.68
ACC100619,ACC100320,1,1282.18,1282.18
ACC100619,ACC100604,1,3601.0,3601.0
ACC100619,ACC100605,1,362.14,362.14
ACC100619,ACC100613,1,311.71,311.71
ACC100619,ACC100661,1,80.71,80.71
ACC100619,ACC100788,1,689.15,689.15
ACC100619,ACC100821,1,265.17,265.17
ACC100619,ACC100904,1,493.81,493.81
ACC100620,ACC100030,1,1924.32,1924.32
ACC100620,ACC100075,1,8325.27,8325.27
ACC100620,ACC100098,1,1155.08,1155.08
ACC100620,ACC100141,1,5610.91,5610.91
ACC100620,ACC100266,1,1225.43,1225.43
ACC100620,ACC100369,1,91.63,91.63
ACC100620,ACC100537,1,3671.18,3671.18
ACC100620,ACC100605,1,2153.78,2153.78
ACC100620,ACC100674,1,650.95,650.95
ACC100620,ACC100789,1,214.06,214.06
ACC100620,ACC100841,1,685.55,685.55
ACC100620,ACC100856,1,2748.94,2748.94
ACC100620,ACC100861,1,2074.94,2074.94
ACC100621,ACC100089,1,8003.0,8003.0
ACC100621,ACC100142,1,14423.0,14423.0
ACC100621,ACC100180,1,3948.27,3948.27
ACC100621,ACC100225,1,892.42,892.42
ACC100621,ACC100226,1,701.7,701.7
ACC100621,ACC100278,1,399.06,399.06
ACC100621,ACC100279,1,741.67,741.67
ACC100621,ACC100392,1,12093.71,12093.71
ACC100621,ACC100447,1,3436.26,3436.26
ACC100621,ACC100455,1,681.14,681.14
ACC100621,ACC100459,1,4831.22,4831.22
ACC100621,ACC100464,1,558.08,558.08
ACC100621,ACC100496,1,2103.57,2103.57
ACC100621,ACC100509,1,452.52,452.52
ACC100621,ACC100516,1,573.68,573.68
ACC100621,ACC100575,1,5859.77,5859.77
ACC100621,ACC100600,1,2633.04,2633.04
ACC100621,ACC100625,2,8280.66,4140.33
ACC100621,ACC100653,1,485.85,485.85
ACC100621,ACC100654,1,350.86,350.86
ACC100621,ACC100754,1,4746.0,4746.0
ACC100621,ACC100777,1,1273.66,1273.66
ACC100621,ACC100808,1,282.13,282.13
ACC100621,ACC100830,1,346.23,346.23
ACC100621,ACC100970,1,652.87,652.87
ACC100622,ACC100046,1,406.66,406.66
ACC100622,ACC100095,1,13293.0,13293.0
ACC100622,ACC100170,1,168.57,168.57
ACC100622,ACC100244,1,1934.91,1934.91
ACC100622,ACC100428,1,18455.21,18455.21
ACC100622,ACC100561,1,1075.81,1075.81
ACC100622,ACC100621,1,4974.76,4974.76
ACC100622,ACC100714,1,752.35,752.35
ACC100622,ACC100752,1,1311.61,1311.61
ACC100622,ACC100810,1,2027.49,2027.49
ACC100622,ACC100903,1,2881.98,2881.98
ACC100623,ACC100000,1,10670.57,10670.57
ACC100623,ACC100008,1,1063.86,1063.86
ACC100623,ACC100246,1,662.57,662.57
ACC100623,ACC100484,1,554.87,554.87
ACC100623,ACC100741,1,2532.03,2532.03
ACC100623,ACC100825,1,497.74,497.74
ACC100624,ACC100025,1,12007.0,12007.0
ACC100624,ACC100144,1,131.53,131.53
