account_id,unique_senders,unique_receivers,incoming_count,outgoing_count,total_received,total_sent,pass_through_ratio,rapid_movements,network_risk_score,network_risk_level,network_risk_reasons
ACC100180,11,10,11,10,17341.36,20187.49,1.16,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100029,10,9,10,10,19706.07,15510.87,0.79,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100271,10,8,10,8,20103.22,28744.3,1.43,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100668,10,10,10,10,25926.94,14484.16,0.56,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100335,10,12,10,12,8898.82,38141.86,4.29,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100110,10,8,10,8,19163.88,38726.93,2.02,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100597,10,17,10,17,20968.47,21613.07,1.03,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100886,14,14,14,14,27369.35,36192.82,1.32,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100253,11,8,11,8,20872.38,25434.42,1.22,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100342,10,11,10,11,14892.11,23402.71,1.57,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100367,12,10,12,10,16821.15,26356.34,1.57,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100386,15,13,16,13,38866.42,20359.43,0.52,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100598,10,8,10,8,14081.31,9928.5,0.71,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100082,10,8,10,8,36150.84,24710.41,0.68,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100171,11,9,11,9,51662.19,34716.19,0.67,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100706,13,10,13,10,18541.85,20856.61,1.12,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100301,13,11,13,11,17061.76,64605.76,3.79,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100703,13,14,13,14,24512.22,21041.6,0.86,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100548,10,10,10,10,20090.26,19079.29,0.95,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100660,14,13,14,13,27906.71,44475.27,1.59,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100826,14,16,14,17,29074.29,28721.53,0.99,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100727,16,15,16,15,24070.14,46682.4,1.94,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100571,10,13,10,13,16243.52,25240.27,1.55,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100583,11,13,11,13,52477.15,33545.66,0.64,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100588,14,10,15,10,22075.16,20405.28,0.92,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100918,10,13,10,13,11449.22,19433.72,1.7,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100078,13,12,13,12,18709.1,24693.48,1.32,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100638,11,8,11,8,14950.19,12120.29,0.81,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100669,11,12,11,12,26979.38,21016.85,0.78,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100446,11,14,11,14,23719.86,26398.75,1.11,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100958,12,12,12,13,25535.0,19174.38,0.75,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100714,13,14,13,14,18686.46,23832.38,1.28,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100372,12,13,12,13,16149.55,16108.91,1.0,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100284,11,16,11,16,20666.46,39129.47,1.89,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100138,10,9,10,9,24484.25,24540.01,1.0,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100215,13,9,14,10,15372.5,17496.43,1.14,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100974,10,10,10,11,30492.76,19570.34,0.64,0,55,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100711,17,19,17,19,153849.33,64849.69,0.42,1,50,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties | Rapid incoming-to-outgoing movement
ACC100163,9,9,9,9,17992.77,109135.51,6.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100614,6,11,6,12,30172.75,15592.29,0.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100981,7,12,7,12,16540.92,25014.57,1.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100479,8,8,8,8,10488.2,15829.98,1.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100564,16,7,16,7,14121.97,9917.41,0.7,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100405,8,10,8,10,9279.23,26048.89,2.81,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100074,12,4,12,4,14582.47,9038.92,0.62,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100093,7,9,7,9,13233.15,26302.24,1.99,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100022,8,12,8,12,13096.6,16466.49,1.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100864,8,10,8,10,9232.88,23545.11,2.55,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100560,8,12,8,12,20154.14,45407.03,2.25,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100853,8,14,8,14,8652.68,24218.64,2.8,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100775,7,10,7,10,9349.98,19835.44,2.12,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100009,8,8,8,8,15966.41,22581.17,1.41,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100116,8,11,8,11,15157.0,13608.34,0.9,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100748,9,10,9,10,25126.09,17710.42,0.7,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100048,10,7,10,7,19023.74,18404.87,0.97,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100652,6,11,6,11,12887.34,16184.56,1.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100373,9,15,9,15,15679.91,19758.83,1.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100594,9,10,9,10,26164.56,13834.68,0.53,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100461,9,12,9,12,26555.64,23683.49,0.89,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100667,8,11,8,11,30051.08,19716.68,0.66,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100216,8,13,8,13,9698.78,31643.5,3.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100891,9,12,9,13,29944.99,35051.25,1.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100829,9,8,9,8,17802.86,24429.14,1.37,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100945,8,16,8,16,23773.9,43737.68,1.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100489,9,11,9,11,18639.24,20474.57,1.1,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100935,6,11,6,11,7616.1,20672.25,2.71,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100705,9,9,9,9,20713.27,16945.79,0.82,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100028,9,13,9,13,11425.56,20538.81,1.8,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100155,8,9,8,9,8663.42,24735.18,2.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100149,6,11,6,11,4162.54,19568.17,4.7,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100026,8,16,8,16,21320.52,38883.06,1.82,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100460,5,11,5,11,4733.53,34489.82,7.29,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100107,7,9,7,10,6480.99,11526.57,1.78,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100723,8,8,8,8,16434.27,25191.68,1.53,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100750,7,8,7,8,25044.79,27193.43,1.09,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100995,6,10,6,10,18123.62,20200.24,1.11,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100291,5,16,5,16,4996.51,44550.7,8.92,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100606,6,8,6,8,16812.4,13247.41,0.79,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100021,9,11,9,11,9596.76,32862.93,3.42,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100363,7,10,7,10,13101.63,60859.16,4.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100449,9,14,9,14,24107.45,37337.99,1.55,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100650,9,10,9,10,24447.87,16620.42,0.68,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100033,8,11,8,11,15334.8,31322.73,2.04,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100701,6,14,6,14,6726.83,27580.65,4.1,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100169,9,8,9,8,7181.79,38100.86,5.31,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100938,5,12,5,12,3687.95,80862.56,21.93,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100795,8,8,8,8,18246.14,27592.64,1.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100094,9,12,9,12,27318.9,42675.46,1.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100124,6,10,6,10,4391.99,19766.29,4.5,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100799,5,12,5,12,10291.27,30963.85,3.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100722,6,10,6,10,13745.84,19170.97,1.39,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100632,9,11,9,11,14631.22,47964.68,3.28,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100895,6,17,6,17,20503.02,36587.16,1.78,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100710,13,7,13,8,36701.46,20443.97,0.56,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100064,12,5,12,5,25525.26,15518.95,0.61,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100265,7,12,7,12,13327.65,28322.8,2.13,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100431,6,13,6,13,7404.83,39391.05,5.32,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100465,8,11,8,11,8335.92,42135.59,5.05,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100122,7,9,7,9,8953.79,25045.79,2.8,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100313,6,15,6,15,10956.87,29202.84,2.67,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100062,7,16,7,16,11444.44,23970.21,2.09,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100220,9,9,9,9,16749.86,18519.59,1.11,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100683,8,10,8,10,19247.82,28807.46,1.5,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100323,12,7,12,7,18964.88,25496.78,1.34,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100698,5,8,5,8,5887.92,15684.78,2.66,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100421,9,12,9,12,8013.83,14266.59,1.78,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100076,6,12,6,12,10899.0,17056.4,1.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100481,7,13,7,13,9224.73,21417.61,2.32,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100274,7,8,7,8,22281.74,24245.98,1.09,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100949,7,8,7,8,11897.71,20239.22,1.7,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100147,6,11,6,11,8061.75,28670.62,3.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100844,10,7,10,7,12681.2,27395.32,2.16,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100695,7,14,7,14,10983.34,40820.05,3.72,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100300,6,18,6,19,9884.26,31935.53,3.23,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100457,6,11,6,11,9127.19,12071.3,1.32,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100172,9,15,9,15,28331.83,28616.86,1.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100097,7,11,7,11,14255.95,23570.29,1.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100964,9,8,9,8,8810.21,11943.77,1.36,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100186,9,11,9,11,10101.27,15551.67,1.54,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100534,9,9,9,9,17238.32,15906.66,0.92,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100707,9,10,9,10,18134.15,19792.24,1.09,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100885,6,14,6,14,7309.89,32187.92,4.4,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100527,6,12,6,12,6732.85,20142.12,2.99,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100774,7,13,7,13,14890.2,52954.34,3.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100419,5,8,5,8,4764.33,14152.2,2.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100685,5,11,5,11,14839.98,23083.21,1.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100642,7,15,7,15,13395.27,11968.76,0.89,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100379,8,12,8,12,12731.69,23860.09,1.87,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100331,8,8,8,8,20009.85,10308.69,0.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100565,6,12,6,12,23861.88,20021.58,0.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100973,6,13,6,13,10102.56,36420.33,3.61,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100070,17,6,17,6,43631.41,22083.2,0.51,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100523,8,12,8,12,30098.78,17721.62,0.59,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100315,5,12,6,12,2025.55,40556.64,20.02,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100719,9,9,9,9,8383.2,11933.12,1.42,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100370,6,14,7,14,14855.99,36837.29,2.48,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100552,11,6,11,6,29177.11,18071.82,0.62,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100126,10,7,10,7,16637.19,12120.15,0.73,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100101,8,10,8,10,11632.58,15536.01,1.34,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100092,8,12,8,13,6266.2,30498.78,4.87,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100166,9,8,9,8,8825.84,17237.28,1.95,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100615,6,10,6,10,13191.59,16722.54,1.27,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100631,8,9,8,10,13555.24,27388.59,2.02,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100622,5,11,5,11,6597.97,47282.35,7.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100782,9,11,9,11,24715.3,34238.53,1.39,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100066,13,6,13,6,19403.11,28090.94,1.45,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100796,10,6,10,6,16322.48,14274.91,0.87,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100483,9,8,9,8,33037.21,16948.77,0.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100100,6,10,6,10,9657.87,10133.46,1.05,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100072,8,9,8,9,12282.81,37658.37,3.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100103,12,6,12,6,22371.38,17803.1,0.8,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100898,5,16,5,17,9687.26,43528.15,4.49,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100450,9,12,9,12,27895.29,19918.36,0.71,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100020,9,12,9,12,19521.25,28299.53,1.45,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100499,11,4,11,4,17961.72,9994.15,0.56,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100556,9,9,9,9,9754.85,21240.94,2.18,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100957,7,13,7,13,15900.95,12648.17,0.8,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100584,7,11,7,11,24355.06,24200.95,0.99,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100819,5,9,5,9,13260.69,19825.73,1.5,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100798,8,15,8,15,9713.31,36757.68,3.78,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100498,7,12,7,12,5599.14,47033.78,8.4,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100943,9,13,9,13,12686.73,22942.99,1.81,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100362,7,9,7,9,20434.2,30270.52,1.48,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100283,8,9,8,9,9239.69,10713.39,1.16,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100039,7,10,7,10,9044.86,17944.38,1.98,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100293,5,8,5,8,12785.16,12968.72,1.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100820,9,16,9,16,23628.87,36021.37,1.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100115,8,14,8,14,11760.25,68397.56,5.82,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100579,8,11,8,11,13552.2,30981.47,2.29,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100295,5,11,5,11,10218.66,31067.45,3.04,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100492,9,15,9,15,17783.25,71234.44,4.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100602,9,13,10,14,13936.51,27336.44,1.96,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100700,9,9,9,9,26632.29,17610.23,0.66,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100212,15,6,15,6,24314.52,13467.18,0.55,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100697,7,15,7,15,16220.88,27962.23,1.72,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100491,8,16,8,16,10380.95,43275.73,4.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100671,7,9,7,9,10412.87,11023.34,1.06,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100061,8,17,8,17,16486.43,32626.72,1.98,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100941,9,9,9,9,9359.49,16078.76,1.72,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100127,6,9,6,9,37985.11,22046.71,0.58,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100403,8,12,8,12,19146.35,18600.22,0.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100270,8,12,8,12,23155.48,13966.24,0.6,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100219,9,8,9,8,14247.09,10791.41,0.76,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100462,8,17,8,17,7272.9,41656.26,5.73,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100034,14,7,14,7,12574.71,8328.91,0.66,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100980,13,6,13,6,54312.41,33071.0,0.61,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100747,8,15,8,15,18815.93,37901.87,2.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100577,5,12,5,12,10417.28,37721.41,3.62,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100628,7,10,7,10,29317.58,36957.76,1.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100470,9,10,9,10,14173.68,24015.56,1.69,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100680,6,12,6,12,14039.91,35427.8,2.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
