account_id,account_age_days,customer_type,city,kyc_status,is_mule,incoming_count,unique_senders,total_received,outgoing_count,unique_receivers,total_sent,transaction_velocity,unique_devices,risk_score,risk_level
ACC100241,1455,Individual,Hyderabad,Verified,False,11,11,10942.07,3,3,2309.3900000000003,11,11,30,MEDIUM
ACC100922,1867,Business,Kolkata,Verified,False,10,10,33422.14,8,8,21930.9,10,10,30,MEDIUM
ACC100923,526,Business,Ahmedabad,Verified,False,10,10,13380.49,2,2,3984.79,10,10,30,MEDIUM
ACC100868,1580,Business,Mumbai,Verified,False,10,10,39170.35,7,7,3715.71,10,10,30,MEDIUM
ACC100512,2396,Business,Delhi,Pending,False,10,10,34399.06,9,9,20846.61,10,10,30,MEDIUM
ACC100427,1941,Business,Chennai,Verified,False,10,10,11423.27,6,6,6938.15,10,10,30,MEDIUM
ACC100429,1578,Individual,Pune,Verified,False,11,10,39453.02,6,6,22579.510000000002,11,11,30,MEDIUM
ACC100926,1151,Individual,Delhi,Pending,False,10,10,17117.370000000003,8,8,23382.89,10,10,30,MEDIUM
ACC100684,78,Business,Pune,Verified,False,7,7,19320.16,10,10,42961.74,7,7,30,MEDIUM
ACC100693,2152,Individual,Delhi,Pending,False,10,10,13845.3,6,6,7424.57,10,10,30,MEDIUM
ACC100824,1820,Individual,Delhi,Pending,False,10,10,16579.16,9,9,25589.510000000002,10,10,30,MEDIUM
ACC100110,512,Business,Bengaluru,Pending,False,10,10,19163.88,8,8,38726.93,10,10,30,MEDIUM
ACC100088,401,Individual,Pune,Verified,False,11,11,29524.05,4,4,2268.33,11,11,30,MEDIUM
ACC100433,1450,Business,Bengaluru,Verified,False,10,10,39869.91,6,6,14295.34,10,10,30,MEDIUM
ACC100438,21,Individual,Pune,Verified,False,6,6,8875.55,13,13,37851.57,6,6,30,MEDIUM
ACC100955,837,Individual,Bengaluru,Pending,False,10,10,57710.78,8,8,18053.52,10,10,30,MEDIUM
ACC100827,541,Business,Hyderabad,Pending,False,11,11,19263.5,8,8,14421.320000000002,11,11,30,MEDIUM
ACC100082,1377,Business,Hyderabad,Verified,False,10,10,36150.84,8,8,24710.41,10,8,30,MEDIUM
ACC100272,572,Individual,Kolkata,Verified,False,10,10,15613.05,7,7,18506.29,10,10,30,MEDIUM
ACC100273,2495,Business,Ahmedabad,Pending,False,10,10,19796.42,6,6,5879.38,10,10,30,MEDIUM
ACC100253,170,Individual,Hyderabad,Verified,False,11,11,20872.38,8,8,25434.42,11,10,30,MEDIUM
ACC100055,1139,Business,Ahmedabad,Verified,False,11,11,24445.960000000003,6,6,7382.0599999999995,11,11,30,MEDIUM
ACC100057,712,Business,Kolkata,Verified,False,10,10,11940.7,8,8,24036.989999999998,10,10,30,MEDIUM
ACC100058,2459,Individual,Mumbai,Pending,False,10,10,37797.979999999996,9,9,57531.03999999999,10,8,30,MEDIUM
ACC100059,1589,Business,Kolkata,Pending,False,10,10,24543.51,8,8,18745.77,10,10,30,MEDIUM
ACC100292,1070,Individual,Hyderabad,Pending,False,10,10,17701.9,7,7,37214.439999999995,10,10,30,MEDIUM
ACC100271,2287,Individual,Hyderabad,Pending,False,10,10,20103.22,8,8,28744.3,10,10,30,MEDIUM
ACC100678,2190,Individual,Mumbai,Pending,False,11,11,28996.72,9,9,20096.88,11,11,30,MEDIUM
ACC100658,1262,Individual,Delhi,Verified,False,10,10,124338.47,8,8,13666.71,10,10,30,MEDIUM
ACC100659,587,Individual,Pune,Verified,False,10,10,9152.33,7,7,20148.02,10,10,30,MEDIUM
ACC100661,444,Individual,Kolkata,Verified,False,11,11,18516.05,7,7,8017.0,11,11,30,MEDIUM
ACC100632,60,Individual,Pune,Pending,False,9,9,14631.220000000001,11,11,47964.68,9,9,30,MEDIUM
ACC100633,694,Individual,Hyderabad,Pending,False,11,11,25335.12,6,6,14377.95,11,11,30,MEDIUM
ACC100549,833,Business,Hyderabad,Verified,False,11,11,14907.31,8,7,23476.0,11,11,30,MEDIUM
ACC100526,2224,Individual,Delhi,Verified,False,11,11,14728.31,7,7,7694.13,11,11,30,MEDIUM
ACC100638,497,Business,Bengaluru,Verified,False,11,11,14950.189999999999,8,8,12120.29,11,10,30,MEDIUM
ACC100916,2214,Business,Mumbai,Verified,False,11,11,15288.07,7,7,11211.75,11,11,30,MEDIUM
ACC100279,969,Business,Chennai,Verified,False,11,11,13614.85,8,8,11002.43,11,11,30,MEDIUM
ACC100282,825,Individual,Mumbai,Verified,False,11,11,24814.02,6,6,12972.48,11,11,30,MEDIUM
ACC100599,19,Business,Mumbai,Verified,False,9,9,27681.96,12,12,29714.76,9,9,30,MEDIUM
ACC100304,1194,Individual,Hyderabad,Verified,False,10,10,26812.23,8,8,7596.48,10,9,30,MEDIUM
ACC100598,1954,Individual,Kolkata,Verified,False,10,10,14081.31,8,8,9928.5,10,10,30,MEDIUM
ACC100568,1266,Individual,Pune,Verified,False,11,11,14563.23,7,7,22061.39,11,11,30,MEDIUM
ACC100338,1992,Individual,Chennai,Verified,False,11,11,13728.49,7,7,25370.43,11,10,30,MEDIUM
ACC100339,863,Individual,Chennai,Verified,False,10,10,29875.88,3,3,2274.5,10,10,30,MEDIUM
ACC100894,2200,Business,Mumbai,Verified,False,10,10,49177.69,7,7,3884.8,10,10,30,MEDIUM
ACC100552,1150,Individual,Kolkata,Pending,False,11,11,29177.11,6,6,18071.82,11,10,30,MEDIUM
ACC100560,89,Business,Chennai,Verified,False,8,8,20154.14,12,12,45407.03,8,8,30,MEDIUM
ACC100561,212,Business,Ahmedabad,Verified,False,11,11,12581.18,4,4,19579.93,11,11,30,MEDIUM
ACC100387,1222,Business,Bengaluru,Verified,False,10,10,15019.400000000001,9,9,20929.47,10,10,30,MEDIUM
ACC100842,699,Individual,Delhi,Verified,False,10,10,15341.570000000002,8,8,21435.36,10,10,30,MEDIUM
ACC100902,1980,Individual,Bengaluru,Verified,False,10,10,18598.86,8,8,18133.65,10,10,30,MEDIUM
ACC100344,2371,Business,Mumbai,Verified,False,10,10,26517.9,9,9,18108.66,10,10,30,MEDIUM
ACC100353,1136,Business,Kolkata,Verified,False,11,11,20179.58,6,6,5960.0199999999995,11,11,30,MEDIUM
ACC100357,1001,Business,Ahmedabad,Pending,False,10,10,42079.35,9,9,26985.449999999997,10,10,30,MEDIUM
ACC100358,56,Business,Mumbai,Verified,False,9,9,32690.559999999998,14,14,41436.18,9,9,30,MEDIUM
ACC100075,773,Individual,Pune,Verified,False,10,10,167744.5,5,5,21107.92,10,10,30,MEDIUM
ACC100079,1190,Business,Mumbai,Verified,False,10,10,28459.37,7,7,13102.13,10,10,30,MEDIUM
ACC100846,1952,Business,Chennai,Verified,False,11,11,22286.84,8,8,18036.81,11,10,30,MEDIUM
ACC100848,2229,Individual,Hyderabad,Pending,False,10,10,17202.33,9,9,12426.630000000001,10,10,30,MEDIUM
ACC100462,46,Business,Hyderabad,Verified,False,8,8,7272.900000000001,17,17,41656.26,8,8,30,MEDIUM
ACC100022,31,Individual,Pune,Verified,False,8,8,13096.6,12,12,16466.49,8,8,30,MEDIUM
ACC100803,15,Individual,Delhi,Verified,False,4,4,3427.97,11,11,46303.77,4,4,30,MEDIUM
ACC100796,1170,Individual,Delhi,Verified,False,10,10,16322.48,6,6,14274.91,10,10,30,MEDIUM
ACC100036,2078,Business,Kolkata,Verified,False,10,10,29333.27,9,9,14441.23,10,10,30,MEDIUM
ACC100967,1655,Individual,Hyderabad,Pending,False,10,10,31533.48,9,8,32792.71,10,10,30,MEDIUM
ACC100789,1470,Individual,Chennai,Verified,False,10,10,25511.18,9,9,11569.4,10,10,30,MEDIUM
ACC100761,1986,Business,Ahmedabad,Verified,False,11,11,26274.45,8,8,10034.65,11,11,30,MEDIUM
ACC100156,673,Individual,Kolkata,Pending,False,10,10,17508.89,7,7,27293.64,10,10,30,MEDIUM
ACC100800,238,Individual,Kolkata,Pending,False,11,11,11945.3,9,9,10212.27,11,11,30,MEDIUM
ACC100798,252,Individual,Delhi,Verified,False,8,8,9713.31,15,15,36757.68,8,8,20,LOW
ACC100001,1304,Individual,Hyderabad,Verified,False,7,7,5415.860000000001,14,14,31981.57,7,7,20,LOW
ACC100161,1863,Business,Ahmedabad,Verified,False,7,7,35401.89,12,12,12409.34,7,7,20,LOW
ACC100159,1505,Business,Kolkata,Verified,False,9,9,14125.39,11,11,53034.54,9,9,20,LOW
ACC100158,1641,Individual,Pune,Verified,False,8,8,4263.48,12,12,17345.94,8,8,20,LOW
ACC100154,1267,Business,Kolkata,Verified,False,8,8,12250.9,11,11,33948.07,8,8,20,LOW
ACC100762,1306,Business,Hyderabad,Verified,False,9,9,15513.16,12,12,17638.81,9,9,20,LOW
ACC100033,1277,Business,Kolkata,Pending,False,8,8,15334.800000000001,11,11,31322.73,8,8,20,LOW
ACC100031,572,Individual,Mumbai,Verified,False,9,9,27815.83,14,14,37220.99,9,9,20,LOW
ACC100802,1256,Individual,Ahmedabad,Verified,False,8,8,24513.449999999997,10,10,9911.880000000001,8,8,20,LOW
ACC100799,1073,Individual,Kolkata,Pending,False,5,5,10291.27,12,12,30963.85,5,5,20,LOW
ACC100973,945,Individual,Pune,Verified,False,6,6,10102.560000000001,13,13,36420.33,6,6,20,LOW
ACC100021,469,Business,Kolkata,Verified,False,9,9,9596.76,11,11,32862.93,9,9,20,LOW
ACC100020,1194,Individual,Hyderabad,Verified,False,9,9,19521.25,12,12,28299.53,9,9,20,LOW
ACC100466,882,Business,Mumbai,Verified,False,6,6,83593.5,14,14,27674.31,6,6,20,LOW
ACC100465,2274,Individual,Hyderabad,Pending,False,8,8,8335.92,11,11,42135.59,8,8,20,LOW
ACC100461,1697,Individual,Mumbai,Verified,False,9,9,26555.64,12,12,23683.49,9,9,20,LOW
ACC100460,2153,Individual,Ahmedabad,Pending,False,5,5,4733.530000000001,11,11,34489.82,5,5,20,LOW
ACC100457,1581,Individual,Pune,Verified,False,6,6,9127.19,11,11,12071.3,6,6,20,LOW
ACC100455,2249,Business,Hyderabad,Pending,False,7,7,8920.24,10,10,31694.51,7,7,20,LOW
ACC100482,727,Business,Chennai,Pending,False,8,8,14926.67,12,12,26172.52,8,7,20,LOW
ACC100481,1829,Individual,Hyderabad,Verified,False,7,7,9224.73,13,13,21417.61,7,7,20,LOW
ACC100892,1056,Business,Bengaluru,Pending,False,7,7,14012.41,11,11,24313.27,7,7,20,LOW
ACC100891,1898,Individual,Ahmedabad,Pending,False,9,9,29944.989999999998,13,12,35051.25,9,9,20,LOW
ACC100889,625,Individual,Pune,Pending,False,9,9,16940.61,10,10,29644.59,9,9,20,LOW
ACC100888,1328,Individual,Chennai,Verified,False,9,9,74949.11,10,10,52649.130000000005,9,9,20,LOW
ACC100374,1863,Individual,Delhi,Pending,False,6,6,17082.98,10,10,22321.08,6,6,20,LOW
ACC100373,126,Business,Pune,Verified,False,9,9,15679.91,15,15,19758.83,9,9,20,LOW
ACC100370,1984,Business,Hyderabad,Pending,False,7,6,14855.99,14,14,36837.29,7,7,20,LOW
ACC100076,2245,Individual,Ahmedabad,Verified,False,6,6,10899.0,12,12,17056.4,6,6,20,LOW
ACC100073,801,Business,Delhi,Verified,False,6,6,14857.93,12,12,39320.13,6,6,20,LOW
ACC100102,1761,Individual,Bengaluru,Verified,False,9,9,50345.68,16,16,43555.86,9,9,20,LOW
ACC100101,2464,Business,Delhi,Pending,False,8,8,11632.58,10,10,15536.01,8,8,20,LOW
ACC100100,512,Individual,Delhi,Verified,False,6,6,9657.869999999999,10,10,10133.46,6,6,20,LOW
ACC100330,2378,Business,Mumbai,Verified,False,9,9,29418.33,14,14,37617.99,9,9,20,LOW
ACC100352,14,Individual,Delhi,Verified,False,9,9,134271.2,9,9,20255.92,9,9,20,LOW
ACC100347,691,Individual,Chennai,Pending,False,5,5,8060.82,11,11,22134.829999999998,5,5,20,LOW
ACC100346,1725,Individual,Ahmedabad,Verified,False,7,7,9009.34,13,13,35687.98,7,7,20,LOW
ACC100343,2207,Business,Bengaluru,Verified,False,7,7,28616.96,10,10,12846.69,7,7,20,LOW
ACC100097,210,Individual,Pune,Verified,False,7,7,14255.95,11,11,23570.29,7,7,20,LOW
ACC100096,2192,Business,Chennai,Verified,False,9,9,31086.98,16,16,32727.62,9,9,20,LOW
ACC100582,99,Business,Kolkata,Verified,False,5,5,17461.579999999998,11,11,26257.93,5,5,20,LOW
ACC100579,1041,Individual,Kolkata,Verified,False,8,8,13552.2,11,11,30981.47,8,8,20,LOW
ACC100577,677,Individual,Hyderabad,Verified,False,5,5,10417.28,12,12,37721.41,5,5,20,LOW
ACC100385,497,Individual,Chennai,Pending,False,7,7,28945.5,11,11,16423.23,7,7,20,LOW
ACC100384,569,Individual,Pune,Pending,False,7,7,19195.53,11,11,37679.94,7,7,20,LOW
ACC100383,1151,Business,Chennai,Verified,False,8,8,10694.619999999999,12,12,33425.5,8,8,20,LOW
ACC100565,1692,Business,Bengaluru,Verified,False,6,6,23861.879999999997,12,12,20021.58,6,6,20,LOW
ACC100557,1862,Individual,Chennai,Verified,False,9,9,11708.7,12,12,34485.97,9,9,20,LOW
ACC100553,143,Individual,Hyderabad,Verified,False,8,8,14047.910000000002,14,14,37044.270000000004,8,8,20,LOW
ACC100551,943,Business,Ahmedabad,Verified,False,9,9,15495.97,11,11,25516.769999999997,9,9,20,LOW
ACC100853,1352,Individual,Kolkata,Verified,False,8,8,8652.68,14,14,24218.64,8,8,20,LOW
ACC100901,2161,Business,Mumbai,Verified,False,7,7,15190.93,10,10,44600.22,7,7,20,LOW
ACC100898,512,Individual,Delhi,Verified,False,5,5,9687.26,17,16,43528.15,5,5,20,LOW
ACC100895,1002,Individual,Bengaluru,Verified,False,6,6,20503.02,17,17,36587.16,6,6,20,LOW
ACC100575,977,Business,Delhi,Pending,False,8,8,15751.08,17,17,58600.15,8,8,20,LOW
ACC100315,1419,Business,Bengaluru,Verified,False,6,5,2025.55,12,12,40556.64,6,6,20,LOW
ACC100314,164,Business,Pune,Verified,False,8,8,18484.6,13,13,33997.56,8,8,20,LOW
ACC100313,1696,Individual,Delhi,Verified,False,6,6,10956.869999999999,15,15,29202.84,6,6,20,LOW
ACC100311,1905,Business,Ahmedabad,Verified,False,7,7,9566.119999999999,10,10,17575.52,7,7,20,LOW
ACC100332,981,Business,Hyderabad,Verified,False,7,7,6878.860000000001,12,12,44874.94,7,7,20,LOW
ACC100594,1627,Individual,Hyderabad,Verified,False,9,9,26164.56,10,10,13834.68,9,8,20,LOW
ACC100593,399,Business,Chennai,Pending,False,8,8,8675.220000000001,10,10,27496.14,8,8,20,LOW
ACC100589,938,Business,Chennai,Verified,False,4,4,4622.12,13,13,34164.4,4,4,20,LOW
ACC100587,1956,Business,Hyderabad,Pending,False,8,7,14622.710000000001,10,10,16977.0,8,8,20,LOW
ACC100584,878,Business,Chennai,Pending,False,7,7,24355.06,11,11,24200.95,7,7,20,LOW
ACC100614,698,Individual,Delhi,Pending,False,6,6,30172.75,12,11,15592.289999999999,6,6,20,LOW
ACC100310,1356,Business,Chennai,Verified,False,6,6,18271.92,15,14,18176.4,6,6,20,LOW
ACC100309,579,Individual,Hyderabad,Verified,False,7,7,9103.25,12,11,17133.85,7,7,20,LOW
ACC100305,137,Individual,Mumbai,Verified,False,8,8,13995.06,11,11,53979.11,8,7,20,LOW
ACC100303,2016,Business,Hyderabad,Verified,False,8,8,34545.72,11,11,43240.71,8,8,20,LOW
ACC100300,200,Business,Chennai,Verified,False,6,6,9884.26,19,18,31935.53,6,6,20,LOW
ACC100297,709,Business,Ahmedabad,Verified,False,9,9,50710.08,13,13,23115.02,9,9,20,LOW
ACC100295,190,Individual,Mumbai,Pending,False,5,5,10218.66,11,11,31067.45,5,5,20,LOW
ACC100321,1900,Business,Mumbai,Verified,False,9,9,11709.98,15,15,38351.65,9,9,20,LOW
ACC100320,547,Individual,Ahmedabad,Verified,False,9,9,17750.62,11,10,23689.260000000002,9,9,20,LOW
ACC100611,862,Individual,Pune,Verified,False,8,8,7940.87,12,12,36079.44,8,7,20,LOW
ACC100607,233,Individual,Bengaluru,Verified,False,9,9,26810.469999999998,16,16,15864.05,9,9,20,LOW
ACC100602,1038,Business,Pune,Verified,False,10,9,13936.51,14,13,27336.44,10,10,20,LOW
ACC100628,92,Business,Ahmedabad,Verified,False,7,7,29317.579999999998,10,10,36957.76,7,7,20,LOW
ACC100622,485,Individual,Bengaluru,Verified,False,5,5,6597.969999999999,11,11,47282.35,5,5,20,LOW
ACC100621,527,Individual,Chennai,Verified,False,9,9,18855.53,26,25,78750.37,9,9,20,LOW
ACC100620,414,Business,Pune,Verified,False,7,7,12252.56,13,13,30532.04,7,7,20,LOW
ACC100914,932,Individual,Hyderabad,Pending,False,8,8,12767.65,13,13,26766.079999999998,8,8,20,LOW
ACC100912,487,Individual,Pune,Verified,False,7,7,13773.11,11,11,34102.71,7,7,20,LOW
ACC100906,1212,Business,Bengaluru,Verified,False,8,8,16782.61,13,13,45262.86,8,8,20,LOW
ACC100617,2162,Individual,Ahmedabad,Verified,False,7,7,33007.18,15,15,37382.79,7,7,20,LOW
ACC100615,1494,Business,Pune,Verified,False,6,6,13191.59,10,10,16722.539999999997,6,6,20,LOW
ACC100643,2211,Individual,Kolkata,Verified,False,7,7,6878.860000000001,11,11,23994.77,7,7,20,LOW
ACC100642,1584,Business,Kolkata,Verified,False,7,7,13395.27,15,15,11968.76,7,7,20,LOW
ACC100637,890,Business,Bengaluru,Pending,False,5,5,4090.95,11,11,18763.46,5,5,20,LOW
ACC100636,458,Business,Bengaluru,Pending,False,9,8,26032.39,14,14,37333.39,9,9,20,LOW
ACC100634,726,Individual,Ahmedabad,Verified,False,7,7,10946.98,11,11,17870.17,7,7,20,LOW
ACC100527,100,Individual,Delhi,Verified,False,6,6,6732.849999999999,12,12,20142.120000000003,6,6,20,LOW
ACC100380,643,Individual,Delhi,Verified,False,5,5,3636.78,16,16,36850.42,5,5,20,LOW
ACC100379,1091,Business,Mumbai,Verified,False,8,8,12731.69,12,12,23860.09,8,8,20,LOW
ACC100377,1022,Business,Ahmedabad,Verified,False,7,7,13474.89,11,11,13442.64,7,7,20,LOW
ACC100405,2398,Business,Pune,Verified,False,8,8,9279.23,10,10,26048.89,8,8,20,LOW
ACC100403,2275,Individual,Pune,Verified,False,8,8,19146.35,12,12,18600.22,8,8,20,LOW
ACC100523,1837,Individual,Ahmedabad,Pending,False,8,8,30098.78,12,12,17721.62,8,8,20,LOW
ACC100550,938,Business,Ahmedabad,Pending,False,9,9,14074.48,12,12,28875.72,9,9,20,LOW
ACC100536,1693,Business,Ahmedabad,Verified,False,6,6,15410.78,11,11,15738.48,6,6,20,LOW
ACC100366,129,Business,Chennai,Verified,False,7,7,12450.92,10,10,21058.33,7,7,20,LOW
ACC100364,1692,Business,Mumbai,Pending,False,6,6,18839.79,14,14,74731.29,6,6,20,LOW
ACC100363,1703,Business,Delhi,Verified,False,7,7,13101.63,10,10,60859.16,7,7,20,LOW
ACC100360,379,Business,Delhi,Pending,False,9,9,35182.83,12,12,26452.829999999998,9,9,20,LOW
ACC100389,1480,Individual,Chennai,Verified,False,8,8,23347.75,10,10,36794.99,8,8,20,LOW
ACC100631,2058,Individual,Hyderabad,Verified,False,8,8,13555.24,10,9,27388.59,8,8,20,LOW
ACC100662,2160,Business,Bengaluru,Verified,False,7,7,19074.32,13,13,13820.92,7,7,20,LOW
ACC100652,245,Individual,Mumbai,Verified,False,6,6,12887.34,11,11,16184.56,6,5,20,LOW
ACC100650,1994,Individual,Hyderabad,Pending,False,9,9,24447.87,10,10,16620.42,9,9,20,LOW
ACC100270,2095,Business,Ahmedabad,Verified,False,8,8,23155.48,12,12,13966.240000000002,8,8,20,LOW
ACC100269,1703,Business,Pune,Verified,False,5,5,6007.53,11,11,31380.29,5,5,20,LOW
ACC100267,479,Individual,Chennai,Verified,False,9,9,11369.19,14,14,26149.649999999998,9,9,20,LOW
ACC100265,469,Individual,Mumbai,Verified,False,7,7,13327.65,12,12,28322.800000000003,7,7,20,LOW
ACC100263,410,Business,Hyderabad,Pending,False,7,7,11138.34,12,12,12905.470000000001,7,7,20,LOW
ACC100291,1778,Business,Hyderabad,Pending,False,5,5,4996.51,16,16,44550.7,5,5,20,LOW
ACC100286,26,Individual,Bengaluru,Verified,False,9,9,15486.720000000001,9,9,9502.560000000001,9,9,20,LOW
ACC100285,1225,Business,Delhi,Verified,False,7,7,5336.22,11,11,18995.72,7,7,20,LOW
ACC100065,825,Business,Hyderabad,Verified,False,7,7,9991.960000000001,12,12,37491.65,7,7,20,LOW
ACC100062,1991,Individual,Hyderabad,Verified,False,7,7,11444.44,16,16,23970.21,7,7,20,LOW
ACC100061,211,Individual,Kolkata,Verified,False,8,8,16486.43,17,17,32626.72,8,8,20,LOW
ACC100085,1505,Individual,Ahmedabad,Verified,False,7,7,42521.509999999995,14,14,54750.37,7,7,20,LOW
ACC100109,1038,Business,Delhi,Verified,False,7,7,16666.510000000002,13,13,16397.33,7,7,20,LOW
ACC100107,970,Business,Bengaluru,Verified,False,7,7,6480.99,10,9,11526.57,7,6,20,LOW
ACC100106,1580,Individual,Delhi,Verified,False,6,6,16368.6,18,18,69334.25,6,6,20,LOW
ACC100254,1613,Business,Ahmedabad,Verified,False,9,9,23115.2,13,13,33164.19,9,8,20,LOW
ACC100252,1714,Individual,Ahmedabad,Pending,False,6,6,7324.5199999999995,14,14,47198.75,6,6,20,LOW
ACC100667,2492,Business,Hyderabad,Verified,False,8,8,30051.079999999998,11,11,19716.68,8,8,20,LOW
ACC100836,1838,Business,Pune,Verified,False,8,8,18417.75,12,12,28330.79,8,8,20,LOW
ACC100835,1583,Business,Hyderabad,Pending,False,9,9,32372.77,13,13,25103.43,9,9,20,LOW
ACC100832,2147,Business,Pune,Verified,False,9,9,20498.54,10,10,10686.970000000001,9,9,20,LOW
ACC100828,122,Business,Delhi,Verified,False,9,9,25460.36,10,10,26717.35,9,9,20,LOW
ACC100234,2209,Business,Delhi,Verified,False,7,7,128284.83,10,10,36226.69,7,7,20,LOW
ACC100232,1164,Business,Hyderabad,Pending,False,9,9,11770.630000000001,11,11,13865.02,9,9,20,LOW
ACC100262,1228,Business,Kolkata,Pending,False,8,8,18759.31,10,10,9318.65,8,8,20,LOW
ACC100261,1168,Individual,Ahmedabad,Verified,False,4,4,6342.6,14,14,33730.64,4,4,20,LOW
ACC100436,294,Individual,Delhi,Verified,False,9,9,7882.289999999999,13,13,39536.66,9,9,20,LOW
ACC100431,1646,Business,Kolkata,Verified,False,6,6,7404.83,13,13,39391.05,6,6,20,LOW
ACC100421,2315,Individual,Delhi,Verified,False,9,9,8013.83,12,12,14266.59,9,8,20,LOW
ACC100094,2288,Individual,Chennai,Pending,False,9,9,27318.899999999998,12,12,42675.46,9,9,20,LOW
ACC100092,388,Individual,Delhi,Verified,False,8,8,6266.2,13,12,30498.78,8,8,20,LOW
ACC100090,428,Individual,Chennai,Verified,False,7,7,15068.87,11,10,21237.05,7,6,20,LOW
ACC100087,1532,Individual,Pune,Verified,False,7,7,96413.48,12,12,31951.3,7,6,20,LOW
ACC100963,60,Business,Bengaluru,Verified,False,4,4,3986.69,7,7,16024.64,4,4,20,LOW
ACC100864,343,Individual,Hyderabad,Verified,False,8,8,9232.88,10,10,23545.11,8,8,20,LOW
ACC100863,1979,Individual,Hyderabad,Verified,False,9,9,15120.119999999999,12,12,20921.36,9,9,20,LOW
ACC100858,2048,Business,Pune,Verified,False,7,7,25201.6,11,11,21740.81,7,7,20,LOW
ACC100855,2386,Business,Chennai,Verified,False,9,9,15736.09,15,14,21111.85,9,9,20,LOW
ACC100530,48,Business,Delhi,Verified,False,8,8,8405.810000000001,7,7,28693.13,8,7,20,LOW
ACC100116,1891,Business,Pune,Verified,False,8,8,15157.0,11,11,13608.339999999998,8,8,20,LOW
ACC100115,1048,Individual,Chennai,Verified,False,8,8,11760.25,14,14,68397.56,8,8,20,LOW
ACC100111,407,Individual,Hyderabad,Pending,False,8,8,26958.359999999997,10,10,21908.4,8,8,20,LOW
ACC100825,733,Individual,Chennai,Verified,False,7,7,31374.5,13,13,31792.96,7,7,20,LOW
ACC100823,1151,Business,Chennai,Verified,False,8,8,19577.12,11,11,15900.58,8,8,20,LOW
ACC100685,2110,Business,Pune,Pending,False,5,5,14839.98,11,11,23083.21,5,5,20,LOW
ACC100683,1885,Business,Ahmedabad,Verified,False,8,8,19247.82,10,10,28807.46,8,8,20,LOW
ACC100680,147,Individual,Pune,Verified,False,6,6,14039.91,12,12,35427.8,6,6,20,LOW
ACC100707,1499,Business,Ahmedabad,Verified,False,9,9,18134.15,10,10,19792.239999999998,9,9,20,LOW
ACC100705,70,Business,Pune,Verified,False,9,9,20713.27,9,9,16945.79,9,9,20,LOW
ACC100931,2273,Individual,Chennai,Verified,False,8,8,26678.91,13,12,33263.04,8,8,20,LOW
ACC100492,1075,Business,Mumbai,Verified,False,9,9,17783.25,15,15,71234.44,9,9,20,LOW
ACC100491,2166,Business,Delhi,Verified,False,8,8,10380.95,16,16,43275.729999999996,8,8,20,LOW
ACC100489,1177,Business,Pune,Verified,False,9,9,18639.24,11,11,20474.57,9,9,20,LOW
ACC100450,1526,Business,Mumbai,Verified,False,9,9,27895.29,12,12,19918.36,9,8,20,LOW
ACC100449,1659,Business,Mumbai,Verified,False,9,9,24107.45,14,14,37337.99,9,9,20,LOW
ACC100442,99,Individual,Ahmedabad,Verified,False,8,8,11027.220000000001,10,10,35978.99,8,8,20,LOW
ACC100487,405,Business,Ahmedabad,Pending,False,6,6,22793.239999999998,16,16,68751.61,6,6,20,LOW
ACC100518,1690,Individual,Pune,Verified,False,8,8,38347.44,12,12,30367.26,8,8,20,LOW
ACC100513,1529,Individual,Pune,Verified,False,8,8,9616.26,10,10,11207.279999999999,8,8,20,LOW
ACC100510,2086,Business,Ahmedabad,Verified,False,4,4,8197.53,14,14,25934.04,4,4,20,LOW
ACC100508,1227,Business,Mumbai,Verified,False,5,5,8661.64,17,17,43279.25,5,5,20,LOW
ACC100957,1357,Business,Pune,Pending,False,7,7,15900.949999999999,13,13,12648.17,7,7,20,LOW
ACC100921,2253,Individual,Chennai,Verified,False,8,8,22447.18,15,15,31244.93,8,8,20,LOW
ACC100919,2346,Individual,Kolkata,Verified,False,7,7,10958.21,13,13,82395.87,7,7,20,LOW
ACC100246,2210,Business,Pune,Verified,False,9,9,22824.579999999998,14,14,58376.18,9,9,20,LOW
ACC100701,676,Individual,Bengaluru,Verified,False,6,6,6726.83,14,14,27580.65,6,6,20,LOW
ACC100697,369,Individual,Delhi,Verified,False,7,7,16220.880000000001,15,15,27962.23,7,7,20,LOW
ACC100695,1945,Individual,Bengaluru,Verified,False,7,7,10983.34,14,14,40820.05,7,6,20,LOW
ACC100725,116,Business,Ahmedabad,Pending,False,9,9,16954.38,12,12,13483.38,9,9,20,LOW
ACC100722,2296,Individual,Mumbai,Pending,False,6,6,13745.84,10,10,19170.97,6,6,20,LOW
ACC100210,2395,Individual,Pune,Verified,False,8,8,38407.06,12,12,34908.29,8,8,20,LOW
ACC100208,1969,Business,Chennai,Verified,False,7,7,12958.769999999999,12,12,17173.94,7,7,20,LOW
ACC100200,2460,Individual,Chennai,Verified,False,9,9,12190.37,16,16,31689.68,9,9,20,LOW
ACC100225,1337,Individual,Hyderabad,Verified,False,7,7,11336.02,10,10,36875.68,7,7,20,LOW
ACC100218,1797,Individual,Kolkata,Pending,False,8,8,5962.57,15,15,52823.9,8,8,20,LOW
ACC100216,1644,Business,Delhi,Verified,False,8,8,9698.78,13,13,31643.5,8,8,20,LOW
ACC100933,2104,Individual,Hyderabad,Verified,False,8,8,146935.92,10,10,21181.3,8,7,20,LOW
