transaction_id,sender_account,receiver_account,amount,transaction_time,transaction_type,device_id
TXN1005316,ACC100918,ACC100197,227.52,2026-04-30 01:19:00,NEFT,DEV1159
TXN1005317,ACC100850,ACC100651,565.4,2026-02-04 10:14:00,NEFT,DEV1047
TXN1005318,ACC100700,ACC100648,1750.85,2026-06-09 01:54:00,BANK_TRANSFER,DEV1091
TXN1005319,ACC100394,ACC100880,4454.78,2026-01-20 22:46:00,UPI,DEV1013
TXN1005320,ACC100658,ACC100204,2424.52,2026-03-23 13:05:00,NEFT,DEV1136
TXN1005321,ACC100185,ACC100767,992.83,2026-05-28 20:15:00,IMPS,DEV1018
TXN1005322,ACC100649,ACC100979,620.06,2026-02-14 08:15:00,CARD,DEV1195
TXN1005323,ACC100728,ACC100390,4483.74,2026-04-21 19:54:00,CARD,DEV1088
TXN1005324,ACC100793,ACC100171,2744.28,2026-05-26 11:50:00,IMPS,DEV1118
TXN1005325,ACC100550,ACC100392,383.97,2026-01-24 19:24:00,NEFT,DEV1047
TXN1005326,ACC100854,ACC100066,370.51,2026-06-10 18:29:00,IMPS,DEV1008
TXN1005327,ACC100855,ACC100636,569.87,2026-03-01 10:25:00,IMPS,DEV1143
TXN1005328,ACC100669,ACC100646,488.57,2026-02-08 10:02:00,UPI,DEV1193
TXN1005329,ACC100434,ACC100689,3773.69,2026-02-15 17:29:00,IMPS,DEV1138
TXN1005330,ACC100419,ACC100195,1849.89,2026-02-21 10:14:00,BANK_TRANSFER,DEV1275
TXN1005331,ACC100619,ACC100235,2141.68,2026-03-02 08:47:00,IMPS,DEV1241
TXN1005332,ACC100379,ACC100104,1380.23,2026-05-15 13:00:00,CARD,DEV1130
TXN1005333,ACC100749,ACC100038,1460.49,2026-05-10 14:50:00,NEFT,DEV1147
TXN1005334,ACC100179,ACC100291,164.32,2026-03-05 19:11:00,IMPS,DEV1196
TXN1005335,ACC100966,ACC100635,2844.15,2026-02-04 18:55:00,NEFT,DEV1175
TXN1005336,ACC100021,ACC100460,557.7,2026-03-10 06:58:00,NEFT,DEV1011
TXN1005337,ACC100591,ACC100882,1053.86,2026-03-30 05:34:00,BANK_TRANSFER,DEV1267
TXN1005338,ACC100826,ACC100636,621.54,2026-04-06 20:46:00,NEFT,DEV1245
TXN1005339,ACC100863,ACC100646,1306.42,2026-01-03 08:29:00,BANK_TRANSFER,DEV1218
TXN1005340,ACC100826,ACC100926,2181.38,2026-06-04 14:24:00,NEFT,DEV1167
TXN1005341,ACC100214,ACC100330,326.81,2026-06-03 03:16:00,CARD,DEV1207
TXN1005342,ACC100336,ACC100045,1485.19,2026-03-08 15:37:00,UPI,DEV1281
TXN1005343,ACC100535,ACC100206,639.83,2026-01-02 01:17:00,BANK_TRANSFER,DEV1174
TXN1005344,ACC100280,ACC100139,5354.81,2026-05-21 17:21:00,CARD,DEV1108
TXN1005345,ACC100956,ACC100281,287.85,2026-03-14 20:50:00,CARD,DEV1193
TXN1005346,ACC100528,ACC100985,329.3,2026-04-22 14:40:00,CARD,DEV1275
TXN1005347,ACC100625,ACC100593,712.31,2026-03-08 15:35:00,UPI,DEV1209
TXN1005348,ACC100717,ACC100109,361.13,2026-04-28 23:54:00,UPI,DEV1221
TXN1005349,ACC100598,ACC100052,837.77,2026-01-22 08:54:00,BANK_TRANSFER,DEV1225
TXN1005350,ACC100929,ACC100084,582.04,2026-01-21 00:53:00,IMPS,DEV1268
TXN1005351,ACC100266,ACC100815,1219.38,2026-04-25 03:30:00,NEFT,DEV1200
TXN1005352,ACC100491,ACC100849,3676.39,2026-04-02 14:17:00,CARD,DEV1166
TXN1005353,ACC100000,ACC100668,1194.56,2026-03-28 02:36:00,BANK_TRANSFER,DEV1258
TXN1005354,ACC100432,ACC100966,1332.52,2026-01-06 23:25:00,UPI,DEV1196
TXN1005355,ACC100503,ACC100678,308.34,2026-03-16 08:54:00,BANK_TRANSFER,DEV1092
TXN1005356,ACC100209,ACC100290,933.68,2026-06-27 07:04:00,NEFT,DEV1222
TXN1005357,ACC100589,ACC100529,661.09,2026-03-25 00:38:00,NEFT,DEV1165
TXN1005358,ACC100777,ACC100931,2484.85,2026-01-05 22:02:00,NEFT,DEV1209
TXN1005359,ACC100418,ACC100877,438.13,2026-05-28 07:49:00,CARD,DEV1175
TXN1005360,ACC100318,ACC100046,390.42,2026-02-04 09:01:00,IMPS,DEV1287
TXN1005361,ACC100445,ACC100073,1605.06,2026-05-01 23:59:00,BANK_TRANSFER,DEV1300
TXN1005362,ACC100171,ACC100921,11803.17,2026-03-26 15:12:00,UPI,DEV1153
TXN1005363,ACC100981,ACC100034,887.9,2026-02-03 11:16:00,UPI,DEV1123
TXN1005364,ACC100551,ACC100331,1341.91,2026-06-30 16:44:00,CARD,DEV1088
TXN1005365,ACC100773,ACC100385,3420.79,2026-03-19 17:33:00,UPI,DEV1210
TXN1005366,ACC100778,ACC100774,2022.09,2026-03-05 17:39:00,NEFT,DEV1293
TXN1005367,ACC100250,ACC100776,2038.1,2026-04-15 19:05:00,UPI,DEV1197
TXN1005368,ACC100200,ACC100330,978.25,2026-05-12 11:58:00,IMPS,DEV1009
TXN1005369,ACC100737,ACC100860,1001.36,2026-01-22 00:44:00,UPI,DEV1072
TXN1005370,ACC100449,ACC100562,443.11,2026-05-28 12:52:00,BANK_TRANSFER,DEV1170
TXN1005371,ACC100086,ACC100990,1965.79,2026-06-06 22:08:00,IMPS,DEV1000
TXN1005372,ACC100777,ACC100301,1912.69,2026-06-14 17:11:00,NEFT,DEV1075
TXN1005373,ACC100928,ACC100889,2593.07,2026-05-06 15:41:00,NEFT,DEV1268
TXN1005374,ACC100385,ACC100777,610.5,2026-05-02 01:39:00,IMPS,DEV1198
TXN1005375,ACC100335,ACC100424,2969.54,2026-02-07 01:45:00,IMPS,DEV1216
TXN1005376,ACC100220,ACC100259,4272.7,2026-03-19 23:12:00,NEFT,DEV1108
TXN1005377,ACC100643,ACC100609,255.51,2026-03-08 13:45:00,BANK_TRANSFER,DEV1193
TXN1005378,ACC100765,ACC100756,767.97,2026-03-04 07:56:00,UPI,DEV1275
TXN1005379,ACC100073,ACC100690,4491.89,2026-02-08 06:41:00,IMPS,DEV1189
TXN1005380,ACC100450,ACC100695,502.97,2026-04-18 03:01:00,CARD,DEV1024
TXN1005381,ACC100459,ACC100903,2068.37,2026-02-26 04:14:00,CARD,DEV1154
TXN1005382,ACC100286,ACC100887,1107.98,2026-04-02 15:44:00,CARD,DEV1219
TXN1005383,ACC100177,ACC100691,1631.17,2026-04-16 04:38:00,CARD,DEV1125
TXN1005384,ACC100965,ACC100401,1149.25,2026-04-24 18:22:00,NEFT,DEV1021
TXN1005385,ACC100521,ACC100628,2684.92,2026-05-22 20:39:00,CARD,DEV1253
TXN1005386,ACC100271,ACC100802,321.88,2026-05-07 12:46:00,BANK_TRANSFER,DEV1139
TXN1005387,ACC100700,ACC100293,366.5,2026-06-16 08:10:00,NEFT,DEV1257
TXN1005388,ACC100729,ACC100342,6357.66,2026-02-05 20:03:00,NEFT,DEV1097
TXN1005389,ACC100456,ACC100767,13635.55,2026-04-28 08:39:00,UPI,DEV1122
TXN1005390,ACC100487,ACC100398,1089.52,2026-04-30 14:19:00,BANK_TRANSFER,DEV1243
TXN1005391,ACC100288,ACC100025,8589.7,2026-03-09 05:07:00,UPI,DEV1245
TXN1005392,ACC100431,ACC100478,434.36,2026-04-01 02:44:00,NEFT,DEV1227
TXN1005393,ACC100359,ACC100204,579.46,2026-03-18 03:00:00,UPI,DEV1162
TXN1005394,ACC100772,ACC100482,6304.29,2026-02-23 22:14:00,IMPS,DEV1030
TXN1005395,ACC100636,ACC100602,2878.22,2026-01-15 01:06:00,UPI,DEV1292
TXN1005396,ACC100871,ACC100284,7538.0,2026-01-09 13:57:00,NEFT,DEV1203
TXN1005397,ACC100365,ACC100743,1924.2,2026-05-10 05:07:00,IMPS,DEV1148
TXN1005398,ACC100739,ACC100269,325.36,2026-03-29 08:20:00,BANK_TRANSFER,DEV1170
TXN1005399,ACC100670,ACC100672,1434.1,2026-04-19 12:28:00,IMPS,DEV1175
TXN1005400,ACC100976,ACC100184,4639.69,2026-02-21 23:06:00,IMPS,DEV1210
TXN1005401,ACC100440,ACC100032,935.16,2026-06-11 23:19:00,UPI,DEV1018
TXN1005402,ACC100266,ACC100477,777.65,2026-01-08 19:28:00,UPI,DEV1035
TXN1005403,ACC100061,ACC100753,1959.85,2026-03-04 10:30:00,BANK_TRANSFER,DEV1185
TXN1005404,ACC100844,ACC100431,560.37,2026-01-20 02:41:00,BANK_TRANSFER,DEV1256
TXN1005405,ACC100581,ACC100605,1563.37,2026-04-13 10:43:00,UPI,DEV1044
TXN1005406,ACC100560,ACC100104,1183.46,2026-06-24 10:51:00,BANK_TRANSFER,DEV1110
TXN1005407,ACC100766,ACC100984,608.81,2026-04-25 09:26:00,CARD,DEV1218
TXN1005408,ACC100078,ACC100319,3557.75,2026-03-20 16:03:00,CARD,DEV1217
TXN1005409,ACC100945,ACC100095,2380.78,2026-05-11 21:56:00,CARD,DEV1261
TXN1005410,ACC100498,ACC100684,717.37,2026-01-01 09:34:00,CARD,DEV1298
TXN1005411,ACC100421,ACC100409,1077.12,2026-06-21 22:13:00,CARD,DEV1280
TXN1005412,ACC100906,ACC100150,791.93,2026-06-07 00:32:00,NEFT,DEV1068
TXN1005413,ACC100377,ACC100413,509.6,2026-03-29 20:29:00,BANK_TRANSFER,DEV1191
TXN1005414,ACC100017,ACC100539,142.89,2026-06-14 21:07:00,UPI,DEV1141
TXN1005415,ACC100735,ACC100168,613.64,2026-06-29 07:56:00,IMPS,DEV1001
TXN1005416,ACC100747,ACC100184,518.62,2026-05-28 06:20:00,CARD,DEV1216
TXN1005417,ACC100930,ACC100292,1258.74,2026-01-05 10:46:00,NEFT,DEV1246
TXN1005418,ACC100696,ACC100247,1860.94,2026-06-09 18:15:00,CARD,DEV1089
TXN1005419,ACC100936,ACC100159,418.79,2026-01-18 08:38:00,UPI,DEV1181
TXN1005420,ACC100068,ACC100221,1716.76,2026-01-23 18:09:00,CARD,DEV1192
TXN1005421,ACC100033,ACC100315,348.11,2026-05-05 10:29:00,CARD,DEV1124
TXN1005422,ACC100218,ACC100565,943.55,2026-06-01 03:04:00,NEFT,DEV1232
TXN1005423,ACC100750,ACC100758,532.24,2026-05-09 11:35:00,IMPS,DEV1133
TXN1005424,ACC100466,ACC100306,2684.93,2026-03-19 04:22:00,UPI,DEV1096
TXN1005425,ACC100335,ACC100620,1261.59,2026-03-09 09:37:00,UPI,DEV1008
TXN1005426,ACC100952,ACC100918,960.83,2026-06-22 05:40:00,IMPS,DEV1258
TXN1005427,ACC100492,ACC100660,517.86,2026-02-27 12:11:00,UPI,DEV1275
TXN1005428,ACC100937,ACC100765,739.07,2026-06-24 23:52:00,CARD,DEV1211
TXN1005429,ACC100317,ACC100947,9846.52,2026-05-08 16:21:00,NEFT,DEV1048
TXN1005430,ACC100208,ACC100092,601.06,2026-02-22 12:30:00,UPI,DEV1258
TXN1005431,ACC100690,ACC100192,1949.42,2026-01-03 04:49:00,NEFT,DEV1263
TXN1005432,ACC100382,ACC100200,957.98,2026-03-10 14:16:00,NEFT,DEV1273
TXN1005433,ACC100834,ACC100080,1883.69,2026-03-31 07:10:00,BANK_TRANSFER,DEV1269
TXN1005434,ACC100794,ACC100550,2994.02,2026-04-04 21:46:00,IMPS,DEV1060
TXN1005435,ACC100500,ACC100563,717.11,2026-06-04 11:11:00,NEFT,DEV1029
TXN1005436,ACC100828,ACC100591,2570.17,2026-05-14 10:21:00,UPI,DEV1087
TXN1005437,ACC100994,ACC100567,29970.46,2026-04-07 11:16:00,NEFT,DEV1265
TXN1005438,ACC100859,ACC100908,2166.89,2026-01-29 12:51:00,CARD,DEV1176
TXN1005439,ACC100776,ACC100635,7603.0,2026-02-15 07:20:00,BANK_TRANSFER,DEV1105
TXN1005440,ACC100965,ACC100874,1953.26,2026-01-25 20:03:00,IMPS,DEV1159
TXN1005441,ACC100545,ACC100780,358.4,2026-05-27 03:07:00,BANK_TRANSFER,DEV1021
TXN1005442,ACC100749,ACC100056,1526.65,2026-02-20 18:11:00,UPI,DEV1132
TXN1005443,ACC100886,ACC100394,737.7,2026-02-18 08:50:00,IMPS,DEV1088
TXN1005444,ACC100319,ACC100936,536.4,2026-02-10 03:30:00,BANK_TRANSFER,DEV1189
TXN1005445,ACC100588,ACC100474,1005.16,2026-03-03 01:46:00,BANK_TRANSFER,DEV1052
TXN1005446,ACC100177,ACC100064,910.78,2026-05-12 10:43:00,IMPS,DEV1241
TXN1005447,ACC100926,ACC100197,307.38,2026-03-17 03:05:00,UPI,DEV1151
TXN1005448,ACC100741,ACC100411,28286.89,2026-01-23 06:42:00,IMPS,DEV1042
TXN1005449,ACC100340,ACC100903,2891.25,2026-06-14 12:09:00,NEFT,DEV1100
TXN1005450,ACC100869,ACC100055,1470.37,2026-01-17 10:56:00,IMPS,DEV1019
TXN1005451,ACC100194,ACC100060,1221.53,2026-03-20 10:07:00,UPI,DEV1230
TXN1005452,ACC100451,ACC100545,4641.62,2026-01-23 22:55:00,UPI,DEV1024
TXN1005453,ACC100631,ACC100909,13235.85,2026-04-15 12:18:00,BANK_TRANSFER,DEV1281
TXN1005454,ACC100310,ACC100679,2495.15,2026-03-22 10:54:00,CARD,DEV1208
TXN1005455,ACC100759,ACC100859,1268.3,2026-04-21 08:06:00,NEFT,DEV1166
TXN1005456,ACC100907,ACC100310,6420.0,2026-01-31 19:03:00,IMPS,DEV1050
TXN1005457,ACC100144,ACC100416,1300.93,2026-06-07 20:24:00,NEFT,DEV1174
TXN1005458,ACC100156,ACC100056,1848.96,2026-04-17 10:28:00,UPI,DEV1052
TXN1005459,ACC100023,ACC100429,3645.37,2026-01-27 23:42:00,CARD,DEV1194
TXN1005460,ACC100706,ACC100630,689.68,2026-01-24 00:35:00,UPI,DEV1269
TXN1005461,ACC100651,ACC100135,90.83,2026-02-10 22:40:00,NEFT,DEV1068
TXN1005462,ACC100819,ACC100757,650.61,2026-02-01 13:48:00,BANK_TRANSFER,DEV1072
TXN1005463,ACC100427,ACC100844,2772.77,2026-05-09 04:17:00,IMPS,DEV1042
TXN1005464,ACC100648,ACC100830,2547.99,2026-05-08 12:08:00,CARD,DEV1087
TXN1005465,ACC100665,ACC100800,5492.86,2026-04-08 21:06:00,BANK_TRANSFER,DEV1195
TXN1005466,ACC100977,ACC100149,681.16,2026-01-08 18:03:00,IMPS,DEV1138
TXN1005467,ACC100508,ACC100586,7310.82,2026-01-23 00:07:00,UPI,DEV1176
TXN1005468,ACC100582,ACC100235,1369.34,2026-02-05 22:35:00,NEFT,DEV1252
TXN1005469,ACC100132,ACC100778,2264.92,2026-02-03 18:48:00,CARD,DEV1025
TXN1005470,ACC100720,ACC100206,3243.26,2026-02-10 04:58:00,UPI,DEV1023
TXN1005471,ACC100983,ACC100660,208.93,2026-06-19 15:48:00,NEFT,DEV1286
TXN1005472,ACC100347,ACC100630,328.36,2026-05-07 04:23:00,NEFT,DEV1097
TXN1005473,ACC100569,ACC100474,315.54,2026-02-01 04:56:00,BANK_TRANSFER,DEV1179
TXN1005474,ACC100090,ACC100302,3970.55,2026-03-27 06:21:00,UPI,DEV1169
TXN1005475,ACC100693,ACC100524,760.1,2026-06-14 00:47:00,IMPS,DEV1264
TXN1005476,ACC100409,ACC100016,12495.18,2026-04-08 01:29:00,NEFT,DEV1282
TXN1005477,ACC100029,ACC100177,1101.08,2026-02-16 08:56:00,UPI,DEV1214
TXN1005478,ACC100801,ACC100367,187.61,2026-03-18 16:17:00,NEFT,DEV1230
TXN1005479,ACC100977,ACC100823,489.36,2026-04-13 23:38:00,BANK_TRANSFER,DEV1174
TXN1005480,ACC100042,ACC100735,1262.5,2026-05-29 00:47:00,NEFT,DEV1042
TXN1005481,ACC100649,ACC100514,2034.95,2026-05-30 17:14:00,NEFT,DEV1223
TXN1005482,ACC100401,ACC100986,336.36,2026-06-26 08:51:00,IMPS,DEV1018
TXN1005483,ACC100096,ACC100922,2169.34,2026-04-10 11:14:00,NEFT,DEV1220
TXN1005484,ACC100824,ACC100137,2988.87,2026-02-26 17:34:00,BANK_TRANSFER,DEV1251
TXN1005485,ACC100543,ACC100520,508.19,2026-05-11 15:06:00,CARD,DEV1177
TXN1005486,ACC100435,ACC100713,11649.15,2026-06-07 21:16:00,IMPS,DEV1037
TXN1005487,ACC100210,ACC100398,578.71,2026-06-18 01:47:00,CARD,DEV1065
TXN1005488,ACC100906,ACC100949,330.35,2026-02-05 20:11:00,UPI,DEV1045
TXN1005489,ACC100100,ACC100818,175.03,2026-02-19 18:58:00,CARD,DEV1004
TXN1005490,ACC100944,ACC100286,4744.63,2026-05-04 20:06:00,NEFT,DEV1228
TXN1005491,ACC100924,ACC100903,1127.16,2026-01-21 19:42:00,BANK_TRANSFER,DEV1007
TXN1005492,ACC100219,ACC100521,616.99,2026-01-05 07:04:00,NEFT,DEV1062
TXN1005493,ACC100778,ACC100738,186.99,2026-03-07 17:47:00,BANK_TRANSFER,DEV1165
TXN1005494,ACC100747,ACC100251,687.39,2026-05-24 05:45:00,BANK_TRANSFER,DEV1148
TXN1005495,ACC100315,ACC100075,19105.56,2026-05-31 04:09:00,NEFT,DEV1235
TXN1005496,ACC100828,ACC100576,83.65,2026-01-13 12:20:00,IMPS,DEV1157
TXN1005497,ACC100451,ACC100131,513.89,2026-05-24 08:10:00,BANK_TRANSFER,DEV1183
TXN1005498,ACC100903,ACC100095,9427.07,2026-04-15 16:11:00,IMPS,DEV1028
TXN1005499,ACC100839,ACC100577,4908.72,2026-03-26 07:32:00,IMPS,DEV1201
TXN1005500,ACC100505,ACC100008,552.94,2026-05-23 08:43:00,BANK_TRANSFER,DEV1264
TXN1005501,ACC100413,ACC100834,1400.12,2026-06-10 18:02:00,CARD,DEV1169
TXN1005502,ACC100389,ACC100705,1911.27,2026-06-19 05:05:00,BANK_TRANSFER,DEV1085
TXN1005503,ACC100376,ACC100792,1287.69,2026-06-19 22:36:00,BANK_TRANSFER,DEV1095
TXN1005504,ACC100893,ACC100907,9333.27,2026-02-10 17:56:00,IMPS,DEV1274
TXN1005505,ACC100922,ACC100001,1648.64,2026-01-29 17:59:00,IMPS,DEV1078
TXN1005506,ACC100251,ACC100382,4283.9,2026-02-23 01:25:00,CARD,DEV1261
TXN1005507,ACC100526,ACC100351,1363.65,2026-04-20 18:16:00,NEFT,DEV1216
TXN1005508,ACC100496,ACC100928,95.69,2026-04-15 21:48:00,CARD,DEV1257
TXN1005509,ACC100018,ACC100625,262.2,2026-04-13 09:30:00,NEFT,DEV1282
TXN1005510,ACC100224,ACC100491,336.35,2026-03-10 09:34:00,BANK_TRANSFER,DEV1166
TXN1005511,ACC100850,ACC100588,813.1,2026-05-02 11:25:00,IMPS,DEV1040
TXN1005512,ACC100236,ACC100365,13281.1,2026-06-12 06:50:00,UPI,DEV1244
TXN1005513,ACC100330,ACC100918,1694.08,2026-03-30 23:20:00,NEFT,DEV1081
TXN1005514,ACC100945,ACC100515,965.89,2026-06-29 21:15:00,CARD,DEV1140
TXN1005515,ACC100550,ACC100725,4847.75,2026-04-28 09:26:00,UPI,DEV1032
TXN1005516,ACC100722,ACC100651,192.05,2026-03-16 17:58:00,CARD,DEV1080
TXN1005517,ACC100438,ACC100454,609.33,2026-03-24 04:06:00,UPI,DEV1252
TXN1005518,ACC100434,ACC100263,510.41,2026-03-27 07:38:00,NEFT,DEV1208
TXN1005519,ACC100364,ACC100806,1768.08,2026-03-23 02:27:00,NEFT,DEV1223
TXN1005520,ACC100318,ACC100908,3213.14,2026-01-29 20:52:00,CARD,DEV1225
TXN1005521,ACC100542,ACC100613,1930.98,2026-04-20 08:06:00,UPI,DEV1025
TXN1005522,ACC100579,ACC100978,1968.01,2026-02-22 11:58:00,BANK_TRANSFER,DEV1094
TXN1005523,ACC100062,ACC100855,711.0,2026-01-29 13:31:00,IMPS,DEV1019
TXN1005524,ACC100087,ACC100776,1611.49,2026-03-25 19:38:00,CARD,DEV1079
TXN1005525,ACC100176,ACC100944,400.29,2026-03-13 04:56:00,IMPS,DEV1268
TXN1005526,ACC100287,ACC100777,2462.58,2026-05-19 07:20:00,NEFT,DEV1085
TXN1005527,ACC100491,ACC100390,601.41,2026-04-16 18:53:00,UPI,DEV1290
TXN1005528,ACC100643,ACC100532,285.48,2026-03-07 14:52:00,UPI,DEV1042
TXN1005529,ACC100823,ACC100648,1147.55,2026-05-10 01:08:00,NEFT,DEV1004
TXN1005530,ACC100812,ACC100208,110.42,2026-02-20 10:14:00,BANK_TRANSFER,DEV1002
TXN1005531,ACC100073,ACC100858,6433.31,2026-03-27 07:28:00,CARD,DEV1123
TXN1005532,ACC100383,ACC100813,2854.12,2026-05-15 13:37:00,CARD,DEV1248
TXN1005533,ACC100106,ACC100950,1643.14,2026-03-30 11:08:00,NEFT,DEV1139
TXN1005534,ACC100426,ACC100901,156.27,2026-01-05 11:46:00,IMPS,DEV1299
TXN1005535,ACC100157,ACC100913,473.32,2026-04-11 01:23:00,BANK_TRANSFER,DEV1223
TXN1005536,ACC100496,ACC100876,1151.33,2026-03-10 13:45:00,IMPS,DEV1253
TXN1005537,ACC100139,ACC100049,799.73,2026-06-11 11:21:00,IMPS,DEV1202
TXN1005538,ACC100947,ACC100713,144.56,2026-03-18 21:18:00,BANK_TRANSFER,DEV1032
TXN1005539,ACC100109,ACC100613,225.94,2026-06-26 05:13:00,BANK_TRANSFER,DEV1178
TXN1005540,ACC100418,ACC100455,780.77,2026-06-10 23:18:00,IMPS,DEV1256
TXN1005541,ACC100373,ACC100755,235.11,2026-01-11 05:49:00,UPI,DEV1182
TXN1005542,ACC100993,ACC100328,5685.45,2026-06-16 22:24:00,IMPS,DEV1285
TXN1005543,ACC100251,ACC100881,1985.14,2026-01-06 22:59:00,CARD,DEV1232
TXN1005544,ACC100348,ACC100895,418.15,2026-03-23 18:44:00,IMPS,DEV1045
TXN1005545,ACC100936,ACC100162,4460.36,2026-04-09 06:13:00,CARD,DEV1133
TXN1005546,ACC100222,ACC100965,3502.55,2026-06-05 12:39:00,CARD,DEV1244
TXN1005547,ACC100656,ACC100524,1551.15,2026-03-10 09:50:00,CARD,DEV1001
TXN1005548,ACC100456,ACC100574,1045.76,2026-06-06 00:45:00,CARD,DEV1175
TXN1005549,ACC100084,ACC100682,766.5,2026-05-25 23:47:00,BANK_TRANSFER,DEV1051
TXN1005550,ACC100621,ACC100516,573.68,2026-01-17 15:34:00,CARD,DEV1191
TXN1005551,ACC100379,ACC100070,220.49,2026-02-09 19:32:00,NEFT,DEV1153
TXN1005552,ACC100098,ACC100812,6863.65,2026-03-20 20:37:00,IMPS,DEV1173
TXN1005553,ACC100210,ACC100688,587.21,2026-01-26 14:39:00,NEFT,DEV1277
TXN1005554,ACC100182,ACC100532,1134.38,2026-06-22 08:20:00,BANK_TRANSFER,DEV1172
TXN1005555,ACC100678,ACC100584,367.86,2026-05-02 09:17:00,CARD,DEV1227
TXN1005556,ACC100444,ACC100358,803.24,2026-04-08 10:53:00,BANK_TRANSFER,DEV1018
TXN1005557,ACC100492,ACC100019,33554.72,2026-04-03 11:07:00,NEFT,DEV1134
TXN1005558,ACC100664,ACC100812,458.89,2026-02-23 21:47:00,NEFT,DEV1113
TXN1005559,ACC100784,ACC100442,6237.38,2026-05-18 16:04:00,CARD,DEV1052
TXN1005560,ACC100344,ACC100880,1060.65,2026-04-16 19:14:00,IMPS,DEV1072
TXN1005561,ACC100743,ACC100002,2479.78,2026-05-30 09:04:00,BANK_TRANSFER,DEV1027
TXN1005562,ACC100498,ACC100414,4882.91,2026-06-27 08:13:00,NEFT,DEV1057
TXN1005563,ACC100354,ACC100215,1520.39,2026-04-03 20:15:00,CARD,DEV1238
TXN1005564,ACC100127,ACC100052,719.06,2026-06-19 01:37:00,UPI,DEV1063
TXN1005565,ACC100972,ACC100341,877.16,2026-06-14 08:36:00,CARD,DEV1232
TXN1005566,ACC100879,ACC100234,913.32,2026-03-15 20:58:00,NEFT,DEV1123
TXN1005567,ACC100679,ACC100073,10272.69,2026-06-18 08:57:00,BANK_TRANSFER,DEV1247
TXN1005568,ACC100136,ACC100177,184.76,2026-04-01 12:28:00,CARD,DEV1256
TXN1005569,ACC100344,ACC100410,130.99,2026-03-07 03:32:00,IMPS,DEV1175
TXN1005570,ACC100276,ACC100663,141.9,2026-06-12 16:39:00,NEFT,DEV1048
TXN1005571,ACC100402,ACC100546,375.13,2026-03-26 22:08:00,NEFT,DEV1239
TXN1005572,ACC100219,ACC100634,2540.46,2026-06-20 10:43:00,IMPS,DEV1121
TXN1005573,ACC100881,ACC100148,2734.5,2026-05-18 12:31:00,NEFT,DEV1178
TXN1005574,ACC100565,ACC100018,529.0,2026-06-22 19:52:00,NEFT,DEV1248
TXN1005575,ACC100764,ACC100612,1059.77,2026-03-19 16:39:00,NEFT,DEV1256
TXN1005576,ACC100100,ACC100669,287.28,2026-04-15 13:44:00,UPI,DEV1079
TXN1005577,ACC100806,ACC100919,321.1,2026-05-16 08:57:00,UPI,DEV1099
TXN1005578,ACC100420,ACC100171,2199.18,2026-03-03 07:17:00,NEFT,DEV1227
TXN1005579,ACC100001,ACC100307,3855.36,2026-01-05 15:52:00,UPI,DEV1128
TXN1005580,ACC100410,ACC100826,618.82,2026-06-01 15:10:00,UPI,DEV1130
TXN1005581,ACC100747,ACC100504,7801.09,2026-06-21 20:08:00,CARD,DEV1125
TXN1005582,ACC100997,ACC100297,3493.73,2026-02-01 18:58:00,NEFT,DEV1163
TXN1005583,ACC100585,ACC100348,7406.19,2026-01-11 17:41:00,IMPS,DEV1255
TXN1005584,ACC100961,ACC100290,764.23,2026-04-06 13:44:00,UPI,DEV1062
TXN1005585,ACC100472,ACC100026,6800.99,2026-02-18 20:46:00,CARD,DEV1051
TXN1005586,ACC100019,ACC100079,14994.69,2026-04-28 11:52:00,BANK_TRANSFER,DEV1015
TXN1005587,ACC100674,ACC100866,668.46,2026-01-11 03:34:00,CARD,DEV1018
TXN1005588,ACC100962,ACC100392,911.41,2026-04-28 19:33:00,NEFT,DEV1294
TXN1005589,ACC100034,ACC100500,351.69,2026-05-20 14:45:00,BANK_TRANSFER,DEV1091
TXN1005590,ACC100966,ACC100541,277.81,2026-03-22 10:42:00,UPI,DEV1203
TXN1005591,ACC100925,ACC100720,281.73,2026-02-09 03:44:00,NEFT,DEV1296
TXN1005592,ACC100829,ACC100799,414.16,2026-03-02 22:41:00,BANK_TRANSFER,DEV1299
TXN1005593,ACC100434,ACC100455,1524.9,2026-04-13 23:06:00,IMPS,DEV1180
TXN1005594,ACC100202,ACC100809,435.7,2026-04-20 16:36:00,IMPS,DEV1188
TXN1005595,ACC100900,ACC100689,1469.97,2026-04-02 17:59:00,BANK_TRANSFER,DEV1208
TXN1005596,ACC100046,ACC100500,1506.91,2026-01-15 15:30:00,IMPS,DEV1068
TXN1005597,ACC100546,ACC100551,623.81,2026-02-24 09:13:00,UPI,DEV1109
TXN1005598,ACC100236,ACC100820,1017.23,2026-03-30 03:38:00,IMPS,DEV1003
TXN1005599,ACC100076,ACC100278,582.02,2026-02-18 01:36:00,BANK_TRANSFER,DEV1239
TXN1005600,ACC100932,ACC100877,755.3,2026-03-21 05:37:00,CARD,DEV1158
TXN1005601,ACC100998,ACC100629,415.45,2026-02-28 14:45:00,CARD,DEV1115
TXN1005602,ACC100321,ACC100491,1213.09,2026-05-26 14:07:00,CARD,DEV1032
TXN1005603,ACC100973,ACC100711,533.44,2026-03-10 17:45:00,UPI,DEV1100
TXN1005604,ACC100720,ACC100786,270.62,2026-06-20 00:22:00,UPI,DEV1233
